id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
1030,24881,2026-04-01,427.88,No Especificado,estado_invalido
1031,15756,2025-07-01,3056.54,No Especificado,estado_invalido
1033,4230,2025-01-22,11481.62,No Especificado,estado_invalido
1035,12033,2025-05-12,,Cerrado,montoSiniestro_invalido
1039,25599,2026-01-14,,Cerrado,montoSiniestro_invalido
1044,22668,2025-05-11,930.74,No Especificado,estado_invalido
1045,10458,2025-05-19,5355.52,No Especificado,estado_invalido
1046,6717,2025-01-20,,Abierto,montoSiniestro_invalido
1055,20636,2025-10-31,8440.05,No Especificado,estado_invalido
1059,14253,2025-08-26,,Rechazado,montoSiniestro_invalido
1060,19021,2025-03-10,6011.35,No Especificado,estado_invalido
1062,9345,2025-12-17,,No Especificado,montoSiniestro_invalido;estado_invalido
1063,10311,2025-03-30,506.85,No Especificado,estado_invalido
1064,20345,2025-08-26,,Cerrado,montoSiniestro_invalido
1066,13573,2025-09-18,,Rechazado,montoSiniestro_invalido
1070,14008,2025-10-15,13456.22,No Especificado,estado_invalido
1076,18032,2025-09-01,7758.51,No Especificado,estado_invalido
1078,13241,2025-11-09,7515.7,No Especificado,estado_invalido
1081,7513,2025-08-04,,Abierto,montoSiniestro_invalido
1082,5493,2025-01-08,14666.07,No Especificado,estado_invalido
1086,20808,2025-05-25,,Cerrado,montoSiniestro_invalido
1091,5775,2026-02-21,2220.73,No Especificado,estado_invalido
1092,17119,2025-03-18,,Abierto,montoSiniestro_invalido
1094,3560,2025-02-23,,No Especificado,montoSiniestro_invalido;estado_invalido
1096,6981,2026-01-18,,No Especificado,montoSiniestro_invalido;estado_invalido
1097,8950,2025-11-02,4937.18,No Especificado,estado_invalido
1105,18411,2025-05-25,,No Especificado,montoSiniestro_invalido;estado_invalido
1106,11451,2025-04-13,5959.99,No Especificado,estado_invalido
1111,14354,2025-03-09,,No Especificado,montoSiniestro_invalido;estado_invalido
1113,24868,2025-11-13,6794.36,No Especificado,estado_invalido
1114,17658,2025-09-06,,No Especificado,montoSiniestro_invalido;estado_invalido
1117,21480,2025-05-05,,Cerrado,montoSiniestro_invalido
1118,23771,2025-03-31,8827.3,No Especificado,estado_invalido
1120,13861,2025-01-30,11213.71,No Especificado,estado_invalido
1124,3461,2025-07-29,10686.06,No Especificado,estado_invalido
1126,3841,2025-05-28,,Cerrado,montoSiniestro_invalido
1127,10355,2025-02-15,,Rechazado,montoSiniestro_invalido
1129,9207,2026-02-11,1999.09,No Especificado,estado_invalido
1132,23813,2025-10-10,13473.39,No Especificado,estado_invalido
1133,16811,2025-02-24,,No Especificado,montoSiniestro_invalido;estado_invalido
1134,5072,2025-06-16,,Cerrado,montoSiniestro_invalido
1136,11801,2025-07-05,5310.68,No Especificado,estado_invalido
1146,15338,2025-04-06,1484.94,No Especificado,estado_invalido
1150,23730,2025-06-11,,No Especificado,montoSiniestro_invalido;estado_invalido
1153,14250,2025-01-26,12636.25,No Especificado,estado_invalido
1156,15020,2025-09-24,,Cerrado,montoSiniestro_invalido
1157,11302,2025-03-11,,Abierto,montoSiniestro_invalido
1160,1948,2026-01-23,9201.13,No Especificado,estado_invalido
1162,12743,2025-10-17,9761.68,No Especificado,estado_invalido
1163,10671,2025-10-26,9755.75,No Especificado,estado_invalido
1165,9198,2025-03-14,,Cerrado,montoSiniestro_invalido
1168,19075,2025-04-30,,Abierto,montoSiniestro_invalido
1172,10330,2025-09-14,,Rechazado,montoSiniestro_invalido
1174,13,2026-01-05,,No Especificado,montoSiniestro_invalido;estado_invalido
1176,4604,2025-11-17,768.24,No Especificado,estado_invalido
1182,24739,2025-03-15,,Abierto,montoSiniestro_invalido
1184,15381,2025-06-26,2152.09,No Especificado,estado_invalido
1185,15619,2025-01-31,5907.17,No Especificado,estado_invalido
1187,20954,2025-05-19,4227.36,No Especificado,estado_invalido
1190,2561,2025-07-21,9708.16,No Especificado,estado_invalido
1191,24567,2025-09-12,8626.26,No Especificado,estado_invalido
1194,12360,2026-02-22,1257.06,No Especificado,estado_invalido
1195,1088,2025-11-15,,No Especificado,montoSiniestro_invalido;estado_invalido
1197,22770,2025-02-12,,Abierto,montoSiniestro_invalido
1198,1007,2025-03-20,,Cerrado,montoSiniestro_invalido
1199,7316,2025-10-17,,Cerrado,montoSiniestro_invalido
1201,10811,2025-01-12,,Abierto,montoSiniestro_invalido
1204,10792,2026-02-09,2449.52,No Especificado,estado_invalido
1205,2785,2025-07-18,,No Especificado,montoSiniestro_invalido;estado_invalido
1208,12085,2025-06-03,7292.34,No Especificado,estado_invalido
1211,23782,2025-12-23,,Rechazado,montoSiniestro_invalido
1212,18598,2025-02-20,5927.99,No Especificado,estado_invalido
1213,17164,2025-11-14,,No Especificado,montoSiniestro_invalido;estado_invalido
1214,4547,2025-08-03,,No Especificado,montoSiniestro_invalido;estado_invalido
1219,12303,2025-05-02,,Rechazado,montoSiniestro_invalido
1220,11652,2026-01-31,9053.89,No Especificado,estado_invalido
1221,8298,2026-01-19,,Abierto,montoSiniestro_invalido
1222,4761,2025-08-16,,No Especificado,montoSiniestro_invalido;estado_invalido
1225,23885,2025-09-22,12134.93,No Especificado,estado_invalido
1226,4251,2025-07-05,,Cerrado,montoSiniestro_invalido
1227,25832,2025-03-10,,No Especificado,montoSiniestro_invalido;estado_invalido
1229,405,2025-03-06,2902.16,No Especificado,estado_invalido
1230,10348,2025-04-05,14201.74,No Especificado,estado_invalido
1231,21623,2025-10-10,,Abierto,montoSiniestro_invalido
1240,16223,2025-04-07,277.84,No Especificado,estado_invalido
1242,16772,2025-03-07,,No Especificado,montoSiniestro_invalido;estado_invalido
1245,9315,2025-10-01,5018.98,No Especificado,estado_invalido
1247,16943,2026-01-20,13951.22,No Especificado,estado_invalido
1248,23191,2025-01-21,,Cerrado,montoSiniestro_invalido
1250,639,2025-07-26,10710.26,No Especificado,estado_invalido
1251,5220,2025-02-20,10460.04,No Especificado,estado_invalido
1253,8538,2025-09-11,,Abierto,montoSiniestro_invalido
1254,20454,2025-10-02,,Rechazado,montoSiniestro_invalido
1260,19935,2025-10-07,11443.65,No Especificado,estado_invalido
1261,10131,2025-09-20,8864.57,No Especificado,estado_invalido
1263,14945,2025-06-22,,Abierto,montoSiniestro_invalido
1264,25585,2025-11-03,,Abierto,montoSiniestro_invalido
1268,16249,2025-10-02,13323.22,No Especificado,estado_invalido
1269,21082,2025-07-24,,No Especificado,montoSiniestro_invalido;estado_invalido
1271,2456,2025-01-30,,Abierto,montoSiniestro_invalido
1272,25857,2025-07-13,,Cerrado,montoSiniestro_invalido
1275,19288,2026-01-25,2725.82,No Especificado,estado_invalido
1276,280,2025-11-14,,Cerrado,montoSiniestro_invalido
1277,20864,2025-09-24,1036.3,No Especificado,estado_invalido
1284,7964,2025-12-07,,Cerrado,montoSiniestro_invalido
1287,7682,2025-12-13,,Abierto,montoSiniestro_invalido
1291,5882,2025-08-16,,Rechazado,montoSiniestro_invalido
1294,23967,2025-06-24,13944.49,No Especificado,estado_invalido
1295,21960,2025-04-04,12943.58,No Especificado,estado_invalido
1297,3203,2025-03-31,,Rechazado,montoSiniestro_invalido
1300,13633,2025-12-09,6440.54,No Especificado,estado_invalido
1302,6501,2025-02-05,7922.05,No Especificado,estado_invalido
1303,264,2025-02-28,,Abierto,montoSiniestro_invalido
1306,3099,2025-01-04,7877.21,No Especificado,estado_invalido
1307,17248,2025-07-20,,No Especificado,montoSiniestro_invalido;estado_invalido
1308,20819,2025-03-23,12807.83,No Especificado,estado_invalido
1310,12726,2025-08-20,3196.63,No Especificado,estado_invalido
1311,2315,2025-05-29,14201.32,No Especificado,estado_invalido
1316,12800,2025-10-10,,Abierto,montoSiniestro_invalido
1317,19371,2026-02-17,,Cerrado,montoSiniestro_invalido
1319,5559,2025-02-25,,Rechazado,montoSiniestro_invalido
1320,4918,2025-03-16,1501.08,No Especificado,estado_invalido
1322,7393,2025-05-19,,No Especificado,montoSiniestro_invalido;estado_invalido
1325,6766,2025-06-29,,Abierto,montoSiniestro_invalido
1326,21581,2025-01-01,13247.47,No Especificado,estado_invalido
1329,19205,2025-09-18,13096.57,No Especificado,estado_invalido
1332,3566,2026-09-01,6194.88,No Especificado,estado_invalido
1335,23315,2025-02-20,14684.93,No Especificado,estado_invalido
1338,15367,2025-08-22,,Abierto,montoSiniestro_invalido
1339,9171,2025-04-09,,Cerrado,montoSiniestro_invalido
1342,20930,2025-07-08,,No Especificado,montoSiniestro_invalido;estado_invalido
1347,15514,2025-05-14,12002.76,No Especificado,estado_invalido
1351,563,2025-09-10,,Cerrado,montoSiniestro_invalido
1355,12151,2025-09-12,4698.5,No Especificado,estado_invalido
1357,22130,2025-05-14,11891.95,No Especificado,estado_invalido
1358,23652,2026-02-04,5850.34,No Especificado,estado_invalido
1362,21685,2025-06-29,,Rechazado,montoSiniestro_invalido
1364,13980,2025-12-24,8707.04,No Especificado,estado_invalido
1370,12779,2026-02-21,,No Especificado,montoSiniestro_invalido;estado_invalido
1371,7640,2025-08-25,,Cerrado,montoSiniestro_invalido
1373,1379,2026-02-15,12470.22,No Especificado,estado_invalido
1374,23715,2026-01-14,9377.3,No Especificado,estado_invalido
1377,8960,2025-03-28,364.6,No Especificado,estado_invalido
1379,25727,2025-01-20,,Rechazado,montoSiniestro_invalido
1380,8316,2025-09-10,,Cerrado,montoSiniestro_invalido
1388,2414,2025-12-07,,Abierto,montoSiniestro_invalido
1389,20596,2025-12-13,14855.63,No Especificado,estado_invalido
1394,21463,2025-12-25,3636.5,No Especificado,estado_invalido
1400,19676,2025-03-06,,No Especificado,montoSiniestro_invalido;estado_invalido
1404,14776,2026-01-05,13119.37,No Especificado,estado_invalido
1405,8294,2026-01-21,,Cerrado,montoSiniestro_invalido
1407,13052,2025-05-02,,No Especificado,montoSiniestro_invalido;estado_invalido
1411,10651,2025-06-04,,Abierto,montoSiniestro_invalido
1413,25745,2025-03-29,,Cerrado,montoSiniestro_invalido
1414,25620,2025-05-15,8940.16,No Especificado,estado_invalido
1415,9335,2025-07-07,,Abierto,montoSiniestro_invalido
1417,21070,2026-02-14,10902.82,No Especificado,estado_invalido
1418,13727,2025-01-15,11467.88,No Especificado,estado_invalido
1420,9081,2025-11-18,,Abierto,montoSiniestro_invalido
1424,21782,2025-07-31,,Rechazado,montoSiniestro_invalido
1427,9624,2026-02-18,3204.41,No Especificado,estado_invalido
1428,5384,2025-01-22,,Rechazado,montoSiniestro_invalido
1430,13806,2025-10-02,4148.18,No Especificado,estado_invalido
1431,9337,2025-01-26,,Rechazado,montoSiniestro_invalido
1433,7520,2025-08-25,4779.21,No Especificado,estado_invalido
1435,19763,2025-04-18,8214.41,No Especificado,estado_invalido
1437,11222,2025-11-23,,Rechazado,montoSiniestro_invalido
1438,9756,2026-01-29,14517.39,No Especificado,estado_invalido
1441,11343,2025-07-04,,Rechazado,montoSiniestro_invalido
1445,18385,2025-11-05,,Cerrado,montoSiniestro_invalido
1447,21799,2025-10-09,,Abierto,montoSiniestro_invalido
1450,9478,2025-05-09,,Abierto,montoSiniestro_invalido
1454,13894,2025-02-11,,Cerrado,montoSiniestro_invalido
1458,2953,2025-10-01,11070.01,No Especificado,estado_invalido
1459,24954,2025-01-19,,Abierto,montoSiniestro_invalido
1461,13174,2025-12-10,,Cerrado,montoSiniestro_invalido
1462,19453,2025-12-26,9532.75,No Especificado,estado_invalido
1463,16375,2025-04-05,14655.63,No Especificado,estado_invalido
1464,6576,2025-05-06,1345.69,No Especificado,estado_invalido
1466,24405,2026-01-31,,No Especificado,montoSiniestro_invalido;estado_invalido
1469,1197,2026-01-18,11255.78,No Especificado,estado_invalido
1471,11356,2025-08-22,11938.75,No Especificado,estado_invalido
1479,13889,2025-04-15,,Rechazado,montoSiniestro_invalido
1481,21619,2025-12-03,,Abierto,montoSiniestro_invalido
1483,24886,2025-10-10,2221.79,No Especificado,estado_invalido
1487,22507,2025-01-16,,Abierto,montoSiniestro_invalido
1489,10152,2025-12-07,,Cerrado,montoSiniestro_invalido
1490,10919,2025-02-08,,No Especificado,montoSiniestro_invalido;estado_invalido
1493,18230,2025-04-08,3242.03,No Especificado,estado_invalido
1496,19417,2025-06-26,,Rechazado,montoSiniestro_invalido
1497,4852,2025-02-03,12375.98,No Especificado,estado_invalido
1498,3723,2025-05-30,,No Especificado,montoSiniestro_invalido;estado_invalido
1508,23922,2025-05-10,,Cerrado,montoSiniestro_invalido
1510,24665,2025-04-01,4582.76,No Especificado,estado_invalido
1514,25692,2025-08-09,,No Especificado,montoSiniestro_invalido;estado_invalido
1517,6321,2025-07-05,1441.95,No Especificado,estado_invalido
1519,2732,2026-01-28,,Cerrado,montoSiniestro_invalido
1520,19601,2025-05-01,2751.89,No Especificado,estado_invalido
1521,17514,2025-10-13,1287.58,No Especificado,estado_invalido
1523,8973,2025-09-17,169.84,No Especificado,estado_invalido
1526,8984,2025-11-11,,Abierto,montoSiniestro_invalido
1528,24261,2025-12-01,673.3,No Especificado,estado_invalido
1531,6913,2025-08-23,413.69,No Especificado,estado_invalido
1532,3410,2025-06-12,13331.11,No Especificado,estado_invalido
1534,23962,2026-01-28,487.62,No Especificado,estado_invalido
1537,20430,2025-05-26,2969.85,No Especificado,estado_invalido
1540,19844,2025-11-06,,No Especificado,montoSiniestro_invalido;estado_invalido
1543,2999,2025-04-25,,Abierto,montoSiniestro_invalido
1544,5361,2025-08-31,,Cerrado,montoSiniestro_invalido
1548,6038,2025-04-28,7697.95,No Especificado,estado_invalido
1550,8469,2025-03-06,,Abierto,montoSiniestro_invalido
1551,24210,2025-03-01,13017.38,No Especificado,estado_invalido
1553,10951,2025-10-17,5821.56,No Especificado,estado_invalido
1556,15290,2025-09-05,,Abierto,montoSiniestro_invalido
1562,18159,2025-04-16,,Rechazado,montoSiniestro_invalido
1564,14006,2025-11-01,9999.18,No Especificado,estado_invalido
1565,8482,2025-02-03,4333.38,No Especificado,estado_invalido
1568,7268,2025-08-12,,Abierto,montoSiniestro_invalido
1571,2817,2025-06-22,8768.67,No Especificado,estado_invalido
1572,25506,2025-04-22,,Cerrado,montoSiniestro_invalido
1574,20263,2025-06-18,,Abierto,montoSiniestro_invalido
1578,11943,2025-02-13,10299.33,No Especificado,estado_invalido
1582,16622,2025-09-08,,No Especificado,montoSiniestro_invalido;estado_invalido
1588,23950,2025-03-08,7565.75,No Especificado,estado_invalido
1591,16340,2026-02-14,,Abierto,montoSiniestro_invalido
1594,6947,2025-12-02,1246.82,No Especificado,estado_invalido
1595,16650,2025-05-14,6602.32,No Especificado,estado_invalido
1596,20438,2025-04-04,5672.27,No Especificado,estado_invalido
1597,21771,2025-06-23,,Abierto,montoSiniestro_invalido
1600,16134,2026-01-17,,Rechazado,montoSiniestro_invalido
1604,7108,2025-12-25,,No Especificado,montoSiniestro_invalido;estado_invalido
1611,5761,2025-11-18,422.91,No Especificado,estado_invalido
1612,16850,2025-11-08,5320.82,No Especificado,estado_invalido
1613,15390,2025-11-14,10831.47,No Especificado,estado_invalido
1614,22551,2025-10-25,14069.5,No Especificado,estado_invalido
1615,12778,2025-06-24,,No Especificado,montoSiniestro_invalido;estado_invalido
1622,9705,2026-01-29,10663.53,No Especificado,estado_invalido
1624,20288,2026-02-14,,No Especificado,montoSiniestro_invalido;estado_invalido
1627,12223,2025-09-19,5806.47,No Especificado,estado_invalido
1629,7756,2025-06-29,3970.26,No Especificado,estado_invalido
1631,23663,2025-12-29,9825.35,No Especificado,estado_invalido
1632,24698,2025-10-26,8147.96,No Especificado,estado_invalido
1634,13554,2025-11-03,,Abierto,montoSiniestro_invalido
1637,24853,2025-11-28,14517.28,No Especificado,estado_invalido
1638,8983,2025-04-24,12252.52,No Especificado,estado_invalido
1639,18349,2025-12-26,,No Especificado,montoSiniestro_invalido;estado_invalido
1640,12237,2025-08-06,,No Especificado,montoSiniestro_invalido;estado_invalido
1642,5128,2025-09-10,5998.03,No Especificado,estado_invalido
1644,20306,2025-06-15,,Abierto,montoSiniestro_invalido
1649,20308,2025-12-11,14566.91,No Especificado,estado_invalido
1650,23878,2025-10-20,6367.46,No Especificado,estado_invalido
1651,497,2026-01-06,,Abierto,montoSiniestro_invalido
1654,140,2025-06-23,,Abierto,montoSiniestro_invalido
1658,11203,2025-04-30,,No Especificado,montoSiniestro_invalido;estado_invalido
1662,10657,2025-09-21,,Cerrado,montoSiniestro_invalido
1667,16218,2025-06-16,,Cerrado,montoSiniestro_invalido
1668,22198,2025-10-30,1454.97,No Especificado,estado_invalido
1669,16274,2026-05-02,,No Especificado,montoSiniestro_invalido;estado_invalido
1670,25748,2025-06-18,,No Especificado,montoSiniestro_invalido;estado_invalido
1672,15931,2025-12-20,12335.99,No Especificado,estado_invalido
1675,22816,2025-07-13,13433.8,No Especificado,estado_invalido
1678,15487,2025-06-26,4073.39,No Especificado,estado_invalido
1684,8607,2025-10-10,,No Especificado,montoSiniestro_invalido;estado_invalido
1685,20635,2025-10-26,,No Especificado,montoSiniestro_invalido;estado_invalido
1689,18789,2025-04-27,,Abierto,montoSiniestro_invalido
1690,13496,2025-11-16,,Cerrado,montoSiniestro_invalido
1693,22679,2025-10-15,6624.27,No Especificado,estado_invalido
1694,12135,2025-02-13,14171.39,No Especificado,estado_invalido
1698,362,2025-08-16,10705.25,No Especificado,estado_invalido
1700,16612,2025-02-20,11110.58,No Especificado,estado_invalido
1703,24825,2025-02-17,10644.08,No Especificado,estado_invalido
1704,23784,2025-07-20,,Rechazado,montoSiniestro_invalido
1705,10032,2025-10-08,11034.33,No Especificado,estado_invalido
1706,6400,2026-01-06,10276.18,No Especificado,estado_invalido
1710,24381,2025-09-05,,Cerrado,montoSiniestro_invalido
1713,19951,2025-06-13,,No Especificado,montoSiniestro_invalido;estado_invalido
1714,16177,2025-02-24,,Cerrado,montoSiniestro_invalido
1718,8766,2026-01-27,7189.85,No Especificado,estado_invalido
1719,23646,2025-02-12,,Abierto,montoSiniestro_invalido
1720,9594,2025-11-10,,No Especificado,montoSiniestro_invalido;estado_invalido
1722,12854,2025-04-21,,No Especificado,montoSiniestro_invalido;estado_invalido
1731,17953,2025-08-09,3607.23,No Especificado,estado_invalido
1732,21801,2025-10-11,6022.36,No Especificado,estado_invalido
1738,21295,2025-09-21,13384.46,No Especificado,estado_invalido
1747,11770,2025-05-25,9805.25,No Especificado,estado_invalido
1755,12517,2025-09-01,,No Especificado,montoSiniestro_invalido;estado_invalido
1761,3377,2026-05-01,,Abierto,montoSiniestro_invalido
1762,3692,2025-06-02,9676.04,No Especificado,estado_invalido
1763,23579,2025-05-19,4609.03,No Especificado,estado_invalido
1767,5702,2025-02-02,8103.3,No Especificado,estado_invalido
1769,4781,2025-08-16,,No Especificado,montoSiniestro_invalido;estado_invalido
1773,5273,2025-02-14,9839.8,No Especificado,estado_invalido
1776,20436,2025-10-04,,Rechazado,montoSiniestro_invalido
1777,13885,2025-07-18,,Cerrado,montoSiniestro_invalido
1778,983,2026-02-19,4936.73,No Especificado,estado_invalido
1781,4050,2025-05-12,10099.53,No Especificado,estado_invalido
1784,18429,2025-03-13,,No Especificado,montoSiniestro_invalido;estado_invalido
1786,13597,2025-03-04,8608.38,No Especificado,estado_invalido
1787,6620,2025-07-30,1056.39,No Especificado,estado_invalido
1788,3689,2025-11-11,9448.36,No Especificado,estado_invalido
1789,6518,2025-05-14,14330.32,No Especificado,estado_invalido
1790,20480,2025-03-11,,Abierto,montoSiniestro_invalido
1791,22855,2025-07-20,,No Especificado,montoSiniestro_invalido;estado_invalido
1793,154,2026-12-01,6325.81,No Especificado,estado_invalido
1794,6881,2026-02-24,,No Especificado,montoSiniestro_invalido;estado_invalido
1795,17921,2025-11-24,,Cerrado,montoSiniestro_invalido
1796,19046,2025-02-12,,Rechazado,montoSiniestro_invalido
1800,6555,2025-09-05,12219.16,No Especificado,estado_invalido
1802,19906,2025-08-31,8711.91,No Especificado,estado_invalido
1803,2114,2025-10-02,4728.3,No Especificado,estado_invalido
1804,537,2025-06-19,7883.57,No Especificado,estado_invalido
1805,12108,2025-10-02,5335.93,No Especificado,estado_invalido
1806,14494,2025-12-27,,No Especificado,montoSiniestro_invalido;estado_invalido
1808,24630,2026-02-12,,Rechazado,montoSiniestro_invalido
1809,23298,2025-07-15,8743.38,No Especificado,estado_invalido
1812,7113,2025-04-20,10111.45,No Especificado,estado_invalido
1815,5058,2025-12-23,,Abierto,montoSiniestro_invalido
1820,5877,2025-03-29,6951.16,No Especificado,estado_invalido
1822,1320,2025-06-29,,Abierto,montoSiniestro_invalido
1826,20678,2025-08-06,,No Especificado,montoSiniestro_invalido;estado_invalido
1831,25888,2025-05-03,5651.21,No Especificado,estado_invalido
1833,6007,2025-10-15,,Abierto,montoSiniestro_invalido
1834,7502,2025-08-23,,Cerrado,montoSiniestro_invalido
1835,1008,2025-01-29,,Rechazado,montoSiniestro_invalido
1848,22563,2025-12-30,,No Especificado,montoSiniestro_invalido;estado_invalido
1850,10383,2025-05-18,,Abierto,montoSiniestro_invalido
1851,9774,2025-10-05,,Rechazado,montoSiniestro_invalido
1853,12709,2025-10-27,4062.55,No Especificado,estado_invalido
1856,17753,2025-04-15,1368.42,No Especificado,estado_invalido
1857,3550,2025-01-07,,Cerrado,montoSiniestro_invalido
1859,9873,2025-08-14,,Rechazado,montoSiniestro_invalido
1863,9190,2025-05-05,,Abierto,montoSiniestro_invalido
1868,9936,2025-04-03,308.97,No Especificado,estado_invalido
1869,22147,2025-08-21,7346.23,No Especificado,estado_invalido
1871,8047,2026-01-10,376.88,No Especificado,estado_invalido
1873,11859,2025-04-04,-13146.99,No Especificado,estado_invalido
1880,11215,2025-06-10,5117.67,No Especificado,estado_invalido
1882,12872,2025-06-11,11489.95,No Especificado,estado_invalido
1883,15435,2026-02-22,10095.06,No Especificado,estado_invalido
1884,14239,2026-02-17,,No Especificado,montoSiniestro_invalido;estado_invalido
1886,6035,2025-02-18,7138.65,No Especificado,estado_invalido
1887,24229,2025-04-22,,No Especificado,montoSiniestro_invalido;estado_invalido
1889,21000,2025-01-02,12867.83,No Especificado,estado_invalido
1891,11314,2025-08-27,,Abierto,montoSiniestro_invalido
1896,5035,2026-02-15,11911.4,No Especificado,estado_invalido
1901,12631,2026-01-23,6219.35,No Especificado,estado_invalido
1903,12829,2025-08-20,,Abierto,montoSiniestro_invalido
1906,6297,2025-07-02,,No Especificado,montoSiniestro_invalido;estado_invalido
1909,11885,2025-11-26,13989.03,No Especificado,estado_invalido
1910,2378,2025-04-16,,Rechazado,montoSiniestro_invalido
1913,22401,2025-12-25,,No Especificado,montoSiniestro_invalido;estado_invalido
1914,20821,2025-05-13,,Abierto,montoSiniestro_invalido
1915,4249,2025-09-30,,No Especificado,montoSiniestro_invalido;estado_invalido
1917,1483,2025-03-11,2931.64,No Especificado,estado_invalido
1919,23370,2025-01-19,10088.81,No Especificado,estado_invalido
1927,12363,2025-08-28,,Abierto,montoSiniestro_invalido
1930,1800,2025-01-02,931.65,No Especificado,estado_invalido
1931,11267,2026-01-15,,Abierto,montoSiniestro_invalido
1932,4478,2025-02-19,,Abierto,montoSiniestro_invalido
1933,18557,2025-02-13,,Rechazado,montoSiniestro_invalido
1936,10230,2025-09-16,,Cerrado,montoSiniestro_invalido
1938,6924,2025-05-20,5308.87,No Especificado,estado_invalido
1943,25537,2025-03-08,10387.2,No Especificado,estado_invalido
1946,9795,2025-06-27,-3125.37,No Especificado,estado_invalido
1949,24265,2026-02-14,1744.78,No Especificado,estado_invalido
1951,11356,2025-06-16,3026.6,No Especificado,estado_invalido
1953,25846,2025-12-20,817.11,No Especificado,estado_invalido
1957,5599,2025-08-27,4898.77,No Especificado,estado_invalido
1958,14376,2025-06-20,8939.68,No Especificado,estado_invalido
1959,25653,2025-09-26,,Cerrado,montoSiniestro_invalido
1961,10180,2025-06-18,458.57,No Especificado,estado_invalido
1963,7665,2025-02-01,13058.05,No Especificado,estado_invalido
1964,19457,2025-11-11,12371.01,No Especificado,estado_invalido
1965,10239,2025-10-26,,Abierto,montoSiniestro_invalido
1967,23070,2025-03-16,5037.27,No Especificado,estado_invalido
1968,12848,2025-03-14,14024.56,No Especificado,estado_invalido
1969,12354,2025-08-08,12960.35,No Especificado,estado_invalido
1971,3132,2025-01-06,,Abierto,montoSiniestro_invalido
1972,18246,2025-10-11,10681.55,No Especificado,estado_invalido
1974,3645,2025-03-20,12880.85,No Especificado,estado_invalido
1975,11929,2025-09-24,,Rechazado,montoSiniestro_invalido
1982,13668,2025-04-06,,Abierto,montoSiniestro_invalido
1984,8409,2025-01-22,9904.12,No Especificado,estado_invalido
1985,19738,2025-05-15,,Abierto,montoSiniestro_invalido
1991,21922,2025-05-27,,Abierto,montoSiniestro_invalido
1992,5897,2025-09-22,,Abierto,montoSiniestro_invalido
1993,5951,2025-10-14,,No Especificado,montoSiniestro_invalido;estado_invalido
1998,17036,2025-07-04,9445.55,No Especificado,estado_invalido
2000,14424,2025-12-15,6440.22,No Especificado,estado_invalido
2001,15777,2025-12-31,8711.64,No Especificado,estado_invalido
2003,19906,2025-12-19,,No Especificado,montoSiniestro_invalido;estado_invalido
2004,1052,2025-08-17,,No Especificado,montoSiniestro_invalido;estado_invalido
2007,9647,2025-06-11,,Rechazado,montoSiniestro_invalido
2009,8864,2025-12-15,14996.75,No Especificado,estado_invalido
2010,14609,2025-08-10,7622.38,No Especificado,estado_invalido
2011,20873,2025-05-03,,No Especificado,montoSiniestro_invalido;estado_invalido
2013,6808,2025-09-09,2668.84,No Especificado,estado_invalido
2014,18068,2025-08-14,,Abierto,montoSiniestro_invalido
2015,966,2025-07-18,4633.19,No Especificado,estado_invalido
2017,10286,2025-12-30,,No Especificado,montoSiniestro_invalido;estado_invalido
2018,21296,2025-05-01,,Rechazado,montoSiniestro_invalido
2019,14718,2025-05-31,,No Especificado,montoSiniestro_invalido;estado_invalido
2020,1105,2025-04-06,7568.87,No Especificado,estado_invalido
2026,23719,2025-02-11,,Cerrado,montoSiniestro_invalido
2027,13023,2025-03-25,,No Especificado,montoSiniestro_invalido;estado_invalido
2030,24667,2025-02-27,,Abierto,montoSiniestro_invalido
2033,23214,2025-02-02,,No Especificado,montoSiniestro_invalido;estado_invalido
2036,6962,2025-08-01,14164.09,No Especificado,estado_invalido
2038,23938,2025-12-15,,Cerrado,montoSiniestro_invalido
2045,11343,2025-12-06,5598.05,No Especificado,estado_invalido
2050,2889,2025-11-20,12798.94,No Especificado,estado_invalido
2052,11775,2025-10-10,9190.32,No Especificado,estado_invalido
2056,3311,2026-02-18,476.23,No Especificado,estado_invalido
2060,2609,2025-06-02,7367.96,No Especificado,estado_invalido
2062,10009,2025-05-05,,No Especificado,montoSiniestro_invalido;estado_invalido
2065,6177,2026-02-01,,Abierto,montoSiniestro_invalido
2067,18940,2025-10-27,14080.58,No Especificado,estado_invalido
2068,20623,2025-10-05,5598.66,No Especificado,estado_invalido
2070,16333,2025-01-12,,Abierto,montoSiniestro_invalido
2071,18190,2025-10-31,,Abierto,montoSiniestro_invalido
2073,748,2025-06-29,6018.67,No Especificado,estado_invalido
2075,16490,2025-02-01,8174.67,No Especificado,estado_invalido
2076,18072,2025-09-27,,Abierto,montoSiniestro_invalido
2077,17252,2025-10-20,7933.21,No Especificado,estado_invalido
2078,15511,2026-01-25,4027.17,No Especificado,estado_invalido
2079,6895,2025-05-01,,No Especificado,montoSiniestro_invalido;estado_invalido
2080,10895,2025-12-01,,No Especificado,montoSiniestro_invalido;estado_invalido
2081,3369,2025-07-16,,Cerrado,montoSiniestro_invalido
2083,14545,2026-02-17,,Cerrado,montoSiniestro_invalido
2087,2627,2025-04-16,,Abierto,montoSiniestro_invalido
2088,2488,2025-08-14,9104.12,No Especificado,estado_invalido
