id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
4912,2025-10-10,1910,3,5,11,,216.52,,prima_vacia;montoAsegurado_vacio
4913,2025-06-16,2075,73,2,5,1383.28,240.47,,montoAsegurado_vacio
4914,2025-02-17,1405,60,11,1,,541.97,74918.0,prima_vacia
4915,2025-05-30,1621,39,1,4,1871.95,102.12,,montoAsegurado_vacio
4916,2025-03-10,1256,32,3,11,,173.63,156082.17,prima_vacia
4917,2025-04-17,1869,40,11,11,698.68,121.99,,montoAsegurado_vacio
4920,2025-04-26,2974,58,6,12,1530.16,216.04,,montoAsegurado_vacio
4923,2025-09-03,209,77,7,4,1206.76,169.2,,montoAsegurado_vacio
4924,2025-11-23,1274,6,10,6,,30.59,,prima_vacia;montoAsegurado_vacio
4925,2025-12-09,2147,53,2,6,,,368524.06,prima_vacia;comision_vacia
4926,2025-07-25,1739,69,1,10,896.03,1451.33,,montoAsegurado_vacio
4927,2025-12-27,688,99,15,10,,15.39,,prima_vacia;montoAsegurado_vacio
4928,2025-01-18,1013,34,13,10,537.19,46.5,,montoAsegurado_vacio
4931,2026-02-08,2863,42,11,4,837.95,,120011.4,comision_vacia
4933,2025-08-01,512,12,10,2,1172.39,178.52,,montoAsegurado_vacio
4939,2025-10-03,2220,67,4,7,289.17,,26012.79,comision_vacia
4940,2025-04-15,416,40,13,12,1093.88,174.77,,montoAsegurado_vacio
4941,2025-08-28,1941,40,2,5,,83.77,82589.93,prima_vacia
4943,2025-09-21,2457,61,2,3,,287.56,195604.67,prima_vacia
4945,,1212,19,12,1,,268.22,220521.92,fechaEmision_vacia;prima_vacia
4947,2025-06-22,2882,58,9,9,507.21,106.75,,montoAsegurado_vacio
4948,2025-03-21,240,40,8,7,0.0,,255107.69,comision_vacia
4950,2025-07-06,871,73,4,12,537.73,,,comision_vacia;montoAsegurado_vacio
4954,,1710,78,2,4,712.29,114.09,133241.37,fechaEmision_vacia
4955,,2116,48,6,6,,104.37,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
4956,2025-10-13,824,80,7,4,1553.86,330.39,,montoAsegurado_vacio
4957,2025-02-06,444,51,14,7,219.19,33.07,,montoAsegurado_vacio
4958,2026-02-03,2352,17,7,1,,88.67,,prima_vacia;montoAsegurado_vacio
4959,2026-02-17,1758,5,14,1,,154.93,101968.77,prima_vacia
4960,2025-09-29,1732,22,11,6,248.73,51.7,,montoAsegurado_vacio
4961,2025-03-08,1937,77,14,1,,202.67,,prima_vacia;montoAsegurado_vacio
4962,2025-08-29,170,27,15,10,102.46,12.58,,montoAsegurado_vacio
4963,,2516,13,10,9,1545.08,178.1,,fechaEmision_vacia;montoAsegurado_vacio
4965,2025-03-24,260,47,6,1,,,161851.4,prima_vacia;comision_vacia
4967,2026-01-28,1046,34,12,7,,22.24,,prima_vacia;montoAsegurado_vacio
4968,2025-09-30,2329,59,7,2,,201.08,341607.69,prima_vacia
4969,2026-02-11,2495,25,7,2,383.51,22.35,,montoAsegurado_vacio
4971,2025-04-01,555,36,7,2,964.14,187.31,,montoAsegurado_vacio
4976,2025-01-15,1290,11,4,9,210.67,14.85,,montoAsegurado_vacio
4978,2025-08-19,1067,12,12,6,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
4979,2026-01-13,79,37,12,3,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
4980,2025-02-11,319,42,10,6,1256.35,,,comision_vacia;montoAsegurado_vacio
4981,2025-11-20,999,46,2,7,,51.13,67921.12,prima_vacia
4985,2025-01-05,171,61,13,11,969.12,230.61,,montoAsegurado_vacio
4987,,655,37,15,4,1654.96,235.49,62991.65,fechaEmision_vacia
4989,2025-07-11,1939,4,3,4,212.72,,12730.42,comision_vacia
4990,2025-03-11,199,70,11,2,,26.32,19522.0,prima_vacia
4993,,145,33,12,12,1601.64,340.19,258886.64,fechaEmision_vacia
4997,2025-09-06,1035,78,1,1,,77.89,19578.26,prima_vacia
4998,2025-09-09,3676,60,9,2,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
4999,2025-06-01,1910,62,13,8,,298.61,205246.76,prima_vacia
5000,,2710,71,7,4,,146.36,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
5001,2025-11-08,1719,53,9,5,1448.28,,67068.29,comision_vacia
5002,2025-12-07,1479,77,14,8,1207.28,155.2,,montoAsegurado_vacio
5003,2025-12-08,802,29,15,3,641.48,114.64,,montoAsegurado_vacio
5006,2025-09-17,2271,14,13,12,653.69,,,comision_vacia;montoAsegurado_vacio
5007,2025-08-01,1983,8,13,1,430.81,,28183.51,comision_vacia
5008,2026-01-30,1859,32,2,5,,394.57,212547.82,prima_vacia
5009,2025-04-21,1859,38,15,6,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5010,2025-12-14,131,77,3,3,,212.91,,prima_vacia;montoAsegurado_vacio
5011,2025-07-17,146,7,6,4,421.75,,,comision_vacia;montoAsegurado_vacio
5012,2025-10-23,19,10,1,12,1581.68,263.6,,montoAsegurado_vacio
5013,2025-06-10,717,73,2,9,,126.3,61880.36,prima_vacia
5016,2025-01-31,2615,55,9,2,,326.81,100979.04,prima_vacia
5018,2026-02-18,1029,34,14,1,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5019,2025-01-19,2971,6,8,2,613.1,,97941.36,comision_vacia
5020,2025-11-15,2604,23,5,11,542.22,69.0,,montoAsegurado_vacio
5022,2025-10-22,708,56,12,8,266.42,65.18,,montoAsegurado_vacio
5023,2025-06-07,692,40,2,2,138.53,,16465.79,comision_vacia
5026,2025-04-03,1039,31,2,1,942.97,,63506.81,comision_vacia
5027,2025-11-08,221,50,15,3,,12.16,,prima_vacia;montoAsegurado_vacio
5028,2026-01-15,3738,38,9,2,239.72,16.06,,montoAsegurado_vacio
5031,2025-03-20,581,30,6,10,529.09,,,comision_vacia;montoAsegurado_vacio
5035,2025-05-03,78,65,11,6,,,67256.68,prima_vacia;comision_vacia
5037,2025-11-01,587,23,13,11,223.87,,,comision_vacia;montoAsegurado_vacio
5038,2025-05-15,886,21,3,12,,13.98,,prima_vacia;montoAsegurado_vacio
5039,2025-10-09,2555,22,8,3,721.07,117.59,,montoAsegurado_vacio
5040,,508,58,2,5,,89.97,155163.36,fechaEmision_vacia;prima_vacia
5042,2025-07-29,2631,73,10,4,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5046,2025-12-05,2483,23,3,2,1408.56,182.76,,montoAsegurado_vacio
5047,2025-06-15,2608,78,14,9,,236.78,218216.12,prima_vacia
5048,2025-10-30,324,53,11,7,,293.25,39889.27,prima_vacia
5052,2025-11-08,1214,45,7,8,,,103827.41,prima_vacia;comision_vacia
5055,2025-04-07,1612,11,7,8,,43.32,43749.63,prima_vacia
5056,2025-10-04,893,46,7,2,245.49,,,comision_vacia;montoAsegurado_vacio
5057,2025-10-09,993,25,3,7,1045.52,,,comision_vacia;montoAsegurado_vacio
5058,2025-01-05,2795,40,8,8,,174.38,,prima_vacia;montoAsegurado_vacio
5059,,2429,79,12,1,,40.58,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
5060,2025-04-22,1041,46,3,5,1680.9,177.18,,montoAsegurado_vacio
5061,2026-02-08,2782,70,11,1,391.62,94.63,,montoAsegurado_vacio
5062,,554,50,9,10,903.57,190.75,,fechaEmision_vacia;montoAsegurado_vacio
5063,2025-06-26,2075,22,8,2,1460.93,,,comision_vacia;montoAsegurado_vacio
5064,2025-12-22,1209,67,2,10,,58.29,36006.94,prima_vacia
5066,2026-01-16,2181,65,7,4,1173.27,79.88,,montoAsegurado_vacio
5067,2026-01-17,258,38,8,10,,261.88,,prima_vacia;montoAsegurado_vacio
5068,,2298,14,3,7,,102.26,250945.42,fechaEmision_vacia;prima_vacia
5069,2025-02-09,1856,42,2,7,,217.87,,prima_vacia;montoAsegurado_vacio
5070,2025-02-08,218,12,5,2,677.44,34.89,,montoAsegurado_vacio
5071,2025-01-06,1071,37,15,1,,96.9,,prima_vacia;montoAsegurado_vacio
5072,2025-09-09,1685,61,8,3,1022.06,,103921.14,comision_vacia
5073,2026-02-17,1265,52,15,10,1447.98,85.08,,montoAsegurado_vacio
5075,,2208,37,4,9,1851.49,340.26,,fechaEmision_vacia;montoAsegurado_vacio
5076,2025-07-08,1919,31,6,9,,105.62,69414.82,prima_vacia
5077,,2326,1,9,10,381.97,21.39,,fechaEmision_vacia;montoAsegurado_vacio
5078,2026-01-29,2329,8,14,10,1094.58,55.56,,montoAsegurado_vacio
5079,2025-09-05,1659,56,11,2,1790.27,195.72,,montoAsegurado_vacio
5080,2025-05-11,303,57,13,10,652.42,,52066.96,comision_vacia
5081,2026-01-10,2837,19,13,5,944.0,,,comision_vacia;montoAsegurado_vacio
5082,2025-05-27,1456,6,9,4,1632.48,,,comision_vacia;montoAsegurado_vacio
5083,2025-06-04,679,68,10,11,,160.52,,prima_vacia;montoAsegurado_vacio
5084,2025-07-06,707,71,11,6,1257.76,295.48,,montoAsegurado_vacio
5085,2025-09-18,1204,78,13,8,66.61,16.38,,montoAsegurado_vacio
5086,2026-02-17,1157,43,9,10,390.43,,,comision_vacia;montoAsegurado_vacio
5088,2025-10-24,2189,61,4,6,1347.7,,265781.92,comision_vacia
5091,2025-01-30,1610,80,5,4,,220.4,,prima_vacia;montoAsegurado_vacio
5092,,1321,70,11,7,1990.61,241.24,237918.9,fechaEmision_vacia
5093,2025-08-21,1858,66,10,3,1118.84,181.73,,montoAsegurado_vacio
5094,2025-01-29,523,17,14,7,999.09,,,comision_vacia;montoAsegurado_vacio
5095,2025-02-18,360,23,6,7,,,190345.33,prima_vacia;comision_vacia
5096,2025-03-19,327,66,4,6,1225.37,290.99,,montoAsegurado_vacio
5097,2025-09-22,532,29,10,3,1822.55,220.15,,montoAsegurado_vacio
5099,2025-01-08,1611,13,2,7,513.29,84.43,,montoAsegurado_vacio
5102,2025-09-24,1277,51,7,4,92.11,10.23,,montoAsegurado_vacio
5103,2025-12-23,1985,47,1,3,,101.96,191545.43,prima_vacia
5104,2025-08-30,1978,72,4,4,,308.9,,prima_vacia;montoAsegurado_vacio
5105,2025-08-21,2994,23,2,2,233.96,,4745.38,comision_vacia
5106,,1244,55,9,8,504.97,101.11,49111.34,fechaEmision_vacia
5107,2025-05-10,1900,36,1,2,,85.58,,prima_vacia;montoAsegurado_vacio
5108,2025-07-26,2424,8,14,4,,299.09,53478.32,prima_vacia
5109,2025-09-26,2888,33,4,9,1462.48,117.03,,montoAsegurado_vacio
5111,,2509,25,1,5,201.36,31.05,,fechaEmision_vacia;montoAsegurado_vacio
5112,2025-11-10,2643,43,1,5,,344.08,193056.17,prima_vacia
5114,,2560,30,5,6,560.47,73.73,111993.45,fechaEmision_vacia
5116,2025-01-06,1700,61,11,12,1181.58,287.43,,montoAsegurado_vacio
5117,2025-03-20,267,13,4,3,,28.09,,prima_vacia;montoAsegurado_vacio
5121,2025-12-11,2544,18,14,8,,95.15,76468.75,prima_vacia
5124,2025-02-22,1035,80,2,12,1831.3,,104802.08,comision_vacia
5125,2025-08-01,2496,42,12,5,,,63185.26,prima_vacia;comision_vacia
5126,2025-05-21,923,14,6,8,936.37,,52933.8,comision_vacia
5128,,1963,14,7,11,1695.34,,84896.86,fechaEmision_vacia;comision_vacia
5130,2026-01-26,868,66,15,6,,103.85,59544.85,prima_vacia
5131,2025-12-27,503,57,3,2,1224.42,,,comision_vacia;montoAsegurado_vacio
5134,2025-08-12,1681,76,15,2,,21.79,5150.37,prima_vacia
5136,2025-06-19,556,67,12,4,,176.02,194112.26,prima_vacia
5138,,2389,20,10,7,838.66,59.84,165379.14,fechaEmision_vacia
5139,2026-06-02,2326,34,2,3,,102.26,145284.74,prima_vacia
5140,2025-05-06,840,2,10,9,,,32153.99,prima_vacia;comision_vacia
5144,2025-08-31,172,8,15,11,1214.69,,,comision_vacia;montoAsegurado_vacio
5145,,1425,56,2,4,477.44,,42511.76,fechaEmision_vacia;comision_vacia
5146,2026-02-18,1407,16,13,4,1165.26,90.03,,montoAsegurado_vacio
5147,2025-06-11,1624,38,2,7,,174.94,131551.03,prima_vacia
5148,2025-05-21,3506,30,9,11,52.39,,3907.45,comision_vacia
5149,2025-07-27,2123,77,15,3,,152.17,,prima_vacia;montoAsegurado_vacio
5152,2025-04-12,918,78,3,11,,290.76,244307.86,prima_vacia
5153,2025-05-02,574,80,10,2,1755.41,265.26,,montoAsegurado_vacio
5155,2025-07-23,2865,62,4,1,,108.71,79187.21,prima_vacia
5156,2025-06-02,2660,68,6,10,,266.31,234008.57,prima_vacia
5157,2025-11-04,2411,58,7,8,1860.83,423.52,,montoAsegurado_vacio
5158,2025-10-07,1897,62,8,4,,168.7,,prima_vacia;montoAsegurado_vacio
5160,2026-02-13,2364,56,15,5,1870.04,,313720.15,comision_vacia
5161,2025-11-06,2583,25,8,11,,88.61,44499.97,prima_vacia
5163,2025-01-03,1131,30,4,8,902.93,,109962.33,comision_vacia
5164,2025-03-24,2799,31,10,8,,265.41,206805.25,prima_vacia
5165,2025-08-19,1500,31,4,5,1599.56,,48291.35,comision_vacia
5166,2025-08-17,1697,4,14,11,608.51,140.74,,montoAsegurado_vacio
5168,2025-10-19,2407,43,3,11,,326.43,,prima_vacia;montoAsegurado_vacio
5171,2026-01-06,458,13,6,4,1084.33,220.67,,montoAsegurado_vacio
5173,2025-01-31,691,21,8,2,,182.07,97169.78,prima_vacia
5174,2025-09-25,2589,49,3,10,,206.07,48988.52,prima_vacia
5175,2025-03-22,2467,61,1,3,970.56,224.96,,montoAsegurado_vacio
5176,2026-01-04,2204,57,5,8,,134.11,148205.0,prima_vacia
5177,2026-01-14,587,59,14,11,227.06,,15318.3,comision_vacia
5178,2025-03-22,142,33,1,12,,195.54,,prima_vacia;montoAsegurado_vacio
5182,2025-02-05,2315,77,3,2,316.04,48.36,,montoAsegurado_vacio
5183,2025-10-01,387,6,14,4,428.57,69.7,,montoAsegurado_vacio
5184,2025-04-30,2825,52,5,12,,21.82,19722.22,prima_vacia
5187,2025-06-24,1171,66,13,3,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5188,2026-01-26,236,69,14,12,832.86,83.33,,montoAsegurado_vacio
5189,2025-10-19,2399,68,9,6,950.47,,139060.93,comision_vacia
5190,2025-01-14,1501,36,6,7,1116.22,91.47,,montoAsegurado_vacio
5191,2025-09-20,2777,65,3,10,994.76,91.38,,montoAsegurado_vacio
5192,2025-12-06,1210,12,8,11,1960.19,363.66,,montoAsegurado_vacio
5193,2025-03-29,1152,47,1,12,1381.0,280.18,,montoAsegurado_vacio
5195,,744,55,4,3,926.06,151.34,41334.05,fechaEmision_vacia
5196,,710,7,1,9,304.67,69.68,,fechaEmision_vacia;montoAsegurado_vacio
5197,2025-05-10,356,32,7,1,1308.23,223.06,,montoAsegurado_vacio
5198,,2032,20,12,12,974.67,112.94,189090.31,fechaEmision_vacia
5203,2025-11-06,2339,71,10,6,1246.38,,58911.27,comision_vacia
5204,2025-06-01,718,80,12,10,,227.19,,prima_vacia;montoAsegurado_vacio
5206,,269,71,14,2,613.26,,75032.23,fechaEmision_vacia;comision_vacia
5207,2025-01-29,872,60,8,4,,,45672.79,prima_vacia;comision_vacia
5209,2025-10-09,913,3,11,3,622.99,107.04,,montoAsegurado_vacio
5210,2025-09-14,2345,4,3,3,619.01,143.6,,montoAsegurado_vacio
5213,2026-01-20,1361,59,10,3,995.6,155.62,,montoAsegurado_vacio
5215,2026-02-12,2610,5,14,7,,179.32,,prima_vacia;montoAsegurado_vacio
5216,2025-06-23,501,22,12,9,1396.04,285.49,,montoAsegurado_vacio
5218,,2749,14,14,11,1730.96,136.64,50065.6,fechaEmision_vacia
5219,2025-06-29,270,63,8,9,1727.82,386.07,,montoAsegurado_vacio
5220,2025-02-11,1300,64,15,1,410.06,62.1,,montoAsegurado_vacio
5221,2025-10-24,2507,19,1,2,901.93,64.12,,montoAsegurado_vacio
5222,2026-01-06,2855,17,4,3,,160.04,104017.19,prima_vacia
5225,2025-11-07,1410,63,12,7,,258.11,,prima_vacia;montoAsegurado_vacio
5227,2025-03-30,2930,44,14,10,231.79,,24490.35,comision_vacia
5231,2025-03-17,729,7,4,5,-1792.24,387.81,,montoAsegurado_vacio
5232,,1429,49,9,12,1006.58,196.64,,fechaEmision_vacia;montoAsegurado_vacio
5233,2025-06-07,2571,25,10,3,,228.17,133133.21,prima_vacia
5235,2025-11-25,985,61,15,9,1261.07,,34303.93,comision_vacia
5236,2025-05-03,1152,78,9,3,,106.03,44320.13,prima_vacia
5237,2025-12-11,3525,78,14,11,973.82,150.97,,montoAsegurado_vacio
5239,2025-09-03,35,16,8,8,165.09,25.11,,montoAsegurado_vacio
5241,2025-04-02,2515,29,4,5,1934.05,,115892.26,comision_vacia
5243,2025-08-15,1050,49,9,12,,,308547.07,prima_vacia;comision_vacia
5244,2026-01-12,241,53,3,7,1899.98,,299110.99,comision_vacia
5245,2025-07-23,2541,53,15,3,738.16,,105128.03,comision_vacia
5246,2025-04-27,615,4,14,6,468.47,,86080.47,comision_vacia
5247,2025-09-22,883,4,3,12,1293.7,306.29,,montoAsegurado_vacio
5248,,2118,71,4,4,476.93,113.6,85324.69,fechaEmision_vacia
5249,2025-08-15,2897,44,14,9,101.87,8.35,,montoAsegurado_vacio
5251,2025-11-21,60,3,3,7,,159.51,74744.86,prima_vacia
5252,2025-04-12,2143,51,13,11,1162.49,72.42,,montoAsegurado_vacio
5253,2025-02-17,1041,42,2,1,670.23,84.24,,montoAsegurado_vacio
5257,2025-05-27,2482,31,2,6,429.05,28.75,,montoAsegurado_vacio
5258,2025-11-18,2081,42,15,6,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5261,2025-03-28,2661,1,7,1,1311.19,,45193.9,comision_vacia
5263,2025-08-24,717,33,15,6,,83.8,90325.62,prima_vacia
5266,,1630,35,6,4,,,,fechaEmision_vacia;prima_vacia;comision_vacia;montoAsegurado_vacio
5268,,1844,76,4,5,,122.54,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
5271,2025-01-14,2626,21,8,4,1619.73,,,comision_vacia;montoAsegurado_vacio
5274,2025-06-11,2477,22,3,12,,269.54,47824.57,prima_vacia
5277,2025-02-21,1667,22,7,6,1416.26,207.25,,montoAsegurado_vacio
5279,2026-01-14,1824,50,13,7,792.37,,151769.48,comision_vacia
5280,2025-07-03,1066,35,9,9,130.74,28.52,,montoAsegurado_vacio
5281,2025-04-09,809,48,1,5,,283.63,,prima_vacia;montoAsegurado_vacio
5282,2025-07-29,194,48,7,2,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5283,2025-06-09,628,43,1,9,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5284,2025-03-10,51,64,10,9,593.46,,61736.38,comision_vacia
5285,2025-09-02,945,77,4,2,862.17,122.22,,montoAsegurado_vacio
5286,2025-10-21,364,65,12,3,1868.17,382.33,,montoAsegurado_vacio
5289,,201,79,5,3,311.66,36.41,54039.07,fechaEmision_vacia
5291,2026-02-19,1981,80,1,6,681.38,117.35,,montoAsegurado_vacio
5295,,1409,70,13,1,500.68,122.5,,fechaEmision_vacia;montoAsegurado_vacio
5296,2025-04-15,1174,12,5,4,337.29,40.2,,montoAsegurado_vacio
5297,2025-10-06,962,30,8,10,0.0,,5195.68,comision_vacia
5299,2025-10-08,324,23,13,10,1039.02,155.54,,montoAsegurado_vacio
5300,2025-03-13,663,22,14,12,1346.62,334.22,,montoAsegurado_vacio
5301,2025-11-01,896,38,8,3,,57.14,37485.56,prima_vacia
5303,2025-11-13,2287,48,14,1,,46.46,,prima_vacia;montoAsegurado_vacio
5304,2025-07-01,1206,64,5,7,,158.93,179161.89,prima_vacia
5306,,708,67,15,10,,87.45,233514.21,fechaEmision_vacia;prima_vacia
5307,2026-02-01,1711,3,14,2,,224.36,223416.43,prima_vacia
5308,2025-04-30,1723,15,11,12,1435.83,213.95,,montoAsegurado_vacio
5310,2026-01-31,2103,43,2,11,,49.45,65364.93,prima_vacia
5311,2025-05-07,1976,39,15,9,,51.58,,prima_vacia;montoAsegurado_vacio
5313,2025-12-26,128,43,15,8,884.93,188.79,,montoAsegurado_vacio
5317,2025-11-18,219,60,9,9,,242.96,134522.35,prima_vacia
5319,2026-01-07,132,36,9,7,,274.62,123258.51,prima_vacia
5320,2026-02-10,2524,34,8,9,682.96,111.73,,montoAsegurado_vacio
5321,2025-02-24,1803,25,7,2,,141.38,174566.24,prima_vacia
5325,2025-04-19,1842,23,3,10,180.48,18.84,,montoAsegurado_vacio
5326,2025-11-27,603,68,14,10,1854.33,,219116.93,comision_vacia
5329,,2625,55,2,11,,228.1,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
5330,,1037,48,15,7,952.39,69.24,21551.3,fechaEmision_vacia
5331,,2539,3,8,1,1302.97,301.85,187960.65,fechaEmision_vacia
5332,2025-08-04,371,3,9,3,-1085.3,,,comision_vacia;montoAsegurado_vacio
5334,,400,26,13,12,393.32,93.08,50398.14,fechaEmision_vacia
5335,2026-01-20,1637,7,13,5,1496.07,267.18,,montoAsegurado_vacio
5336,2025-04-24,2502,39,15,5,709.61,42.05,,montoAsegurado_vacio
5337,2025-02-20,2478,33,3,9,,267.99,214068.83,prima_vacia
5339,2025-07-22,2551,18,3,8,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5340,2025-08-14,2780,14,7,1,,228.29,176765.63,prima_vacia
5342,2025-10-01,944,3,6,12,,,279972.6,prima_vacia;comision_vacia
5343,2026-01-18,2499,62,8,1,,37.52,,prima_vacia;montoAsegurado_vacio
5344,2025-01-07,2139,2,2,1,152.89,,26817.76,comision_vacia
5345,2025-07-07,2378,46,11,8,1548.4,373.01,,montoAsegurado_vacio
5346,2025-08-30,389,20,11,9,,203.65,134179.59,prima_vacia
5347,2025-12-29,2403,11,8,8,454.7,,,comision_vacia;montoAsegurado_vacio
5348,2025-09-01,287,36,6,11,451.85,97.97,,montoAsegurado_vacio
5350,,1244,55,13,5,1640.37,,317854.15,fechaEmision_vacia;comision_vacia
5354,2025-04-24,155,39,5,2,,404.17,192889.5,prima_vacia
5355,2025-11-26,2976,13,1,4,784.45,,115566.9,comision_vacia
5356,,164,53,3,10,1041.68,188.22,,fechaEmision_vacia;montoAsegurado_vacio
5357,2025-10-30,2569,15,1,7,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5358,2025-06-08,131,69,3,2,,100.01,88197.0,prima_vacia
5359,2025-12-26,164,53,4,10,496.97,84.05,,montoAsegurado_vacio
5363,,194,6,1,8,428.82,64.24,,fechaEmision_vacia;montoAsegurado_vacio
5364,2025-05-25,1894,33,2,11,,47.97,27611.12,prima_vacia
5366,2025-01-21,438,3,1,5,404.15,,,comision_vacia;montoAsegurado_vacio
5368,2026-01-25,1791,10,2,12,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5369,,2095,71,6,4,,122.61,83250.56,fechaEmision_vacia;prima_vacia
5372,2025-03-10,1373,54,5,10,,247.69,109529.65,prima_vacia
5375,2026-01-21,2019,54,4,4,,40.08,35377.92,prima_vacia
5377,2025-02-09,1877,73,3,5,,,69022.54,prima_vacia;comision_vacia
5378,2025-05-13,2015,74,12,2,566.71,140.74,,montoAsegurado_vacio
5379,2025-06-30,2119,15,9,9,,267.21,36611.31,prima_vacia
5380,2025-01-27,1387,74,11,2,620.74,129.85,,montoAsegurado_vacio
5381,2025-04-05,1796,40,3,6,,36.58,20133.52,prima_vacia
5382,2025-09-26,2903,44,1,10,90.36,,2056.14,comision_vacia
5383,2025-03-07,2115,16,2,9,1089.42,84.56,,montoAsegurado_vacio
5384,,773,52,10,6,,75.93,108505.68,fechaEmision_vacia;prima_vacia
5385,2025-11-13,984,4,12,1,770.86,149.97,,montoAsegurado_vacio
5386,2025-09-05,2189,15,15,5,1700.34,,265151.7,comision_vacia
5387,2025-08-14,1892,60,13,5,1002.17,,,comision_vacia;montoAsegurado_vacio
5388,2025-07-14,686,27,1,9,263.0,54.52,,montoAsegurado_vacio
5390,2025-05-03,563,40,10,11,,28.63,18073.21,prima_vacia
5391,2026-02-17,2265,42,1,12,834.41,75.24,,montoAsegurado_vacio
5392,2025-07-24,1187,35,7,8,,217.71,,prima_vacia;montoAsegurado_vacio
5394,2025-07-20,609,80,10,10,1904.74,292.22,,montoAsegurado_vacio
5395,2025-07-28,2870,1,5,9,,212.29,109441.32,prima_vacia
5396,2025-02-13,181,78,11,10,,392.74,147321.28,prima_vacia
5398,2025-10-17,1713,13,2,3,,,50075.07,prima_vacia;comision_vacia
5399,2025-08-02,2585,60,8,1,923.06,,167198.59,comision_vacia
5400,2025-03-10,1260,41,14,3,1872.86,,,comision_vacia;montoAsegurado_vacio
5401,2026-01-10,1715,16,14,9,0.0,129.78,,montoAsegurado_vacio
5402,2025-07-15,2848,18,7,6,,230.12,177607.33,prima_vacia
5403,2025-10-01,162,9,5,10,,140.37,31709.41,prima_vacia
5404,2026-02-13,958,30,3,9,,77.34,19104.51,prima_vacia
5405,2025-10-02,1490,54,6,5,746.54,173.24,,montoAsegurado_vacio
5406,2025-12-02,2238,20,15,5,622.91,77.87,,montoAsegurado_vacio
5408,2025-04-15,739,74,10,8,,216.6,226201.89,prima_vacia
5409,2025-01-11,630,24,10,12,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5410,2025-11-17,1120,36,10,3,,153.19,,prima_vacia;montoAsegurado_vacio
5411,2025-09-01,2612,42,7,3,1694.12,222.54,,montoAsegurado_vacio
5412,2025-01-06,2597,28,5,5,964.86,136.14,,montoAsegurado_vacio
5413,2025-04-25,1567,26,12,8,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5416,2025-08-20,1712,64,13,1,,,338405.27,prima_vacia;comision_vacia
5417,,1341,30,1,4,,130.83,153751.42,fechaEmision_vacia;prima_vacia
5418,,2420,9,4,11,1048.58,,151035.79,fechaEmision_vacia;comision_vacia
5419,2025-01-28,1593,57,1,6,,6.63,8621.73,prima_vacia
5420,2025-09-02,989,49,8,11,1152.52,,190930.55,comision_vacia
5421,2025-10-31,1115,78,13,11,1763.53,,,comision_vacia;montoAsegurado_vacio
5422,2025-06-02,2900,25,1,11,1186.62,135.44,,montoAsegurado_vacio
5423,2025-08-08,188,62,14,4,,9.6,,prima_vacia;montoAsegurado_vacio
5424,,797,27,3,8,,279.98,130074.04,fechaEmision_vacia;prima_vacia
5429,2025-05-05,1575,54,2,8,199.26,27.81,,montoAsegurado_vacio
5431,2025-03-18,1273,16,4,11,,186.29,,prima_vacia;montoAsegurado_vacio
5432,2025-04-17,1950,47,11,3,1893.14,,,comision_vacia;montoAsegurado_vacio
5434,2025-11-11,2228,20,2,10,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
5435,2026-01-17,2705,27,11,11,1614.48,,,comision_vacia;montoAsegurado_vacio
5439,2025-09-02,565,33,4,4,,,129030.34,prima_vacia;comision_vacia
5440,2025-03-21,1697,62,15,4,894.53,146.53,,montoAsegurado_vacio
5441,2025-06-28,2507,64,11,11,,202.13,211957.53,prima_vacia
5442,2025-03-23,2483,78,3,6,1148.04,112.91,,montoAsegurado_vacio
5443,2025-01-24,2778,24,8,12,,,17282.83,prima_vacia;comision_vacia
5445,,3798,14,9,12,,408.12,257678.71,fechaEmision_vacia;prima_vacia
5446,2025-10-19,1891,4,3,12,,99.34,48513.88,prima_vacia
5447,2026-01-15,1923,17,13,5,,152.28,,prima_vacia;montoAsegurado_vacio
5449,2025-06-09,458,32,12,9,,128.58,,prima_vacia;montoAsegurado_vacio
5452,2025-09-26,1487,37,1,6,,,148854.58,prima_vacia;comision_vacia
