id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
5370,2025-11-23,3692,53,10,1,479.96,117.18,49300.86
5371,2025-02-26,2678,11,2,4,887.67,159.29,109263.69
5373,2025-01-27,1498,67,10,6,480.47,65.62,35733.94
5374,2025-06-20,457,7,1,12,131.93,6.93,21974.43
5376,2025-05-28,1170,71,4,1,800.23,153.91,146135.01
5389,2025-07-04,2761,37,1,10,1307.86,325.51,141702.2
5393,2025-01-19,666,68,6,4,469.31,73.53,11647.05
5397,2025-10-27,2570,3,12,9,1979.29,441.77,41099.63
5407,2025-04-30,497,35,15,11,333.23,49.75,60968.44
5414,2025-07-02,941,37,3,4,822.77,92.24,60308.13
5415,2025-01-11,715,12,4,6,241.6,26.66,33886.0
5425,2025-07-19,2714,61,3,3,617.85,154.34,108003.39
5426,2026-01-17,1656,2,10,2,0.0,211.67,295283.22
5427,2025-06-22,2608,64,8,7,1223.23,151.95,233552.98
5428,2025-06-05,217,15,11,3,493.72,62.59,43678.77
5430,2025-03-11,234,51,2,8,1694.07,391.05,231212.35
5433,2025-03-26,221,18,12,4,1003.33,191.05,78068.88
5436,2025-06-11,910,66,12,12,378.88,81.61,67722.39
5437,2025-06-23,1029,2,3,6,322.55,17.26,24248.71
5438,2025-08-13,620,76,7,8,192.12,41.63,35530.43
5444,2025-08-05,372,76,11,12,1577.17,191.22,66050.76
5448,2026-02-19,1035,4,11,9,1628.22,366.92,58727.83
5450,2025-10-04,712,37,9,8,925.03,105.73,175356.21
5451,2025-03-05,2728,69,11,6,1846.31,270.53,100057.03
5454,2025-02-16,2814,63,8,7,297.21,25.49,41281.42
5462,2025-04-06,1071,34,13,5,938.87,176.96,59654.04
5465,2025-10-12,893,61,1,12,327.98,79.99,40599.94
5467,2025-05-20,77,76,13,9,695.85,50.72,133598.07
5473,2025-05-07,2918,26,9,8,580.73,99.66,76888.38
5480,2025-07-19,2082,29,13,4,88.29,16.13,11173.06
5484,2025-09-01,2667,72,8,8,251.86,58.47,29510.1
5489,2025-09-20,1979,36,14,8,418.64,89.66,28205.23
5491,2025-09-02,2198,8,1,2,476.67,72.74,40550.98
5493,2025-11-19,2068,78,12,6,412.03,57.06,46244.91
5495,2025-07-10,2303,10,1,11,104.69,18.34,3544.93
5497,2025-05-20,74,78,9,1,0.0,119.06,70221.08
5502,2025-04-05,1176,17,7,5,1448.14,153.34,164660.51
5506,2025-12-21,481,65,3,11,563.05,133.9,99134.68
5513,2025-12-18,1793,22,7,2,1744.42,181.3,159296.71
5524,2025-02-18,339,55,5,5,859.81,59.74,123448.5
5529,2025-04-30,1557,33,3,1,1650.16,290.87,226102.42
5531,2025-10-04,2478,76,2,9,811.36,158.17,59904.64
5537,2025-05-30,347,22,11,9,1494.48,212.95,30336.18
5541,2025-03-30,2569,76,12,9,94.35,17.65,16552.28
5543,2026-01-27,1432,11,9,1,1489.22,162.69,276727.63
5546,2025-05-27,1065,26,2,5,196.18,29.85,24282.57
5547,2025-02-28,944,53,8,8,1519.27,202.58,176289.26
5549,2025-10-31,2090,67,14,4,956.12,143.35,146635.88
5550,2025-01-18,1236,13,14,12,616.57,132.51,46007.45
5551,2025-04-28,2316,21,11,6,485.61,65.91,66239.06
5562,2025-08-30,146,27,1,6,1385.66,344.53,270680.59
5567,2025-10-29,2474,13,8,2,755.4,104.55,59475.28
5576,2025-04-14,1125,43,1,5,1787.82,409.13,111210.81
5577,2025-10-17,1834,56,9,8,505.86,92.59,43676.8
5579,2025-10-16,208,70,11,10,1391.76,334.79,257068.0
5587,2025-12-11,1477,43,14,6,199.61,32.41,8564.41
5591,2025-04-03,1658,22,5,10,1219.23,135.42,79781.76
5594,2025-10-20,1880,67,12,2,894.19,118.76,92980.55
5601,2025-01-18,1169,74,2,6,1919.52,241.5,59288.56
5604,2025-05-07,648,42,6,1,1324.1,275.52,107396.46
5607,2025-06-30,2050,40,3,11,59.74,5.1,3940.12
5610,2025-05-26,2142,57,3,4,1266.33,142.84,169664.95
5612,2025-09-02,1934,66,10,12,607.15,41.91,18773.56
5618,2025-05-13,611,15,13,5,839.44,101.08,31686.15
5625,2025-01-25,1796,13,4,5,844.1,71.9,67457.0
5627,2025-07-14,1420,33,7,4,1614.68,167.22,177749.28
5629,2025-03-18,2158,4,15,5,893.8,170.07,141216.46
5633,2025-06-01,324,59,4,2,302.33,33.07,37254.25
5639,2025-05-27,2750,1,5,10,1627.75,141.87,319065.48
5642,2026-02-13,1291,78,9,5,291.37,42.46,52289.5
5648,2025-09-09,1664,119,4,2,1456.16,275.35,38263.91
5649,2025-01-08,1365,5,1,11,411.81,56.18,26787.79
5651,2025-10-13,934,7,4,4,812.17,185.24,120502.31
5654,2025-05-12,7,60,4,9,1419.76,288.54,195390.84
5665,2025-05-28,2369,2,10,12,1526.28,91.35,35685.26
5667,2025-11-18,1260,25,7,12,932.32,224.98,59819.27
5670,2026-01-15,3603,41,6,2,1911.81,387.13,163649.66
5672,2025-01-14,466,44,11,11,54.47,6.4,7118.19
5673,2026-01-01,934,46,2,3,1366.32,193.55,198640.11
5677,2025-06-15,778,69,8,8,380.42,42.7,74677.15
5682,2025-07-27,2707,79,7,1,390.77,67.86,40423.27
5683,2026-01-19,2121,36,15,11,1765.6,137.86,80379.65
5685,2025-06-17,1793,71,8,2,1779.5,376.01,152445.62
5688,2026-02-06,323,17,8,6,1460.24,264.26,125798.48
5690,2025-06-17,2935,60,10,7,716.62,155.04,23414.05
5692,2025-07-18,950,68,15,9,1062.1,120.88,60247.37
5700,2025-04-08,128,10,13,8,396.05,57.19,24729.45
5707,2025-04-05,701,54,2,2,308.1,46.6,43647.17
5711,2025-04-12,813,39,10,3,1218.6,235.95,227076.63
5713,2025-09-23,1860,21,5,8,735.06,114.38,96232.11
5714,2025-01-28,1849,40,4,7,214.69,24.71,23856.32
5715,2026-01-03,1802,115,9,8,1700.45,223.96,280936.41
5726,2025-02-10,2267,63,14,11,-519.05,70.03,97334.6
5728,2025-10-22,1558,79,8,9,654.64,1110.28,83890.41
5731,2025-01-07,201,20,10,10,962.13,130.68,34323.48
5733,2025-01-18,225,49,15,3,868.18,163.78,48020.05
5736,2025-06-17,825,28,12,3,225.54,39.06,9204.72
5738,2026-01-05,1366,11,7,5,1745.66,321.66,35640.91
5741,2025-02-07,1654,32,3,6,558.55,116.89,39707.27
5744,2025-12-31,2484,49,4,1,1327.74,185.78,79275.06
5745,2025-04-30,2785,13,14,4,970.7,214.37,60759.0
5751,2025-11-22,2581,18,11,2,710.78,74.89,130931.48
5757,2025-02-25,2285,33,8,9,1783.83,354.77,221423.14
5758,2025-07-10,2661,8,13,8,844.21,145.7,105864.39
5762,2025-07-06,2576,32,10,10,86.84,4.63,11611.86
5766,2025-09-11,1408,47,5,11,437.05,23.35,53783.76
5767,2026-02-12,1250,80,15,11,1215.66,63.59,110494.96
5769,2025-05-18,2704,32,5,9,1694.3,113.69,154737.14
5771,2025-10-29,1041,54,15,9,1395.76,151.31,113746.22
5774,2025-07-10,1853,71,6,1,1728.2,352.89,214147.63
5783,2025-05-17,2753,49,5,5,1985.44,404.9,109032.36
5784,2025-08-27,2794,34,3,2,-934.33,165.06,149727.76
5788,2025-10-12,621,45,11,8,339.95,28.68,37815.45
5790,2025-02-23,1564,62,9,8,1518.19,305.37,140420.14
5792,2025-07-27,1492,65,13,3,0.0,110.03,257939.36
5795,2025-02-23,1108,66,5,1,990.82,208.93,133852.3
5800,2025-07-06,573,53,6,3,738.18,84.74,83686.1
5803,2025-09-28,81,24,14,3,67.95,14.35,4698.69
5808,2025-08-13,1314,59,4,2,430.4,41.3,31360.99
5813,2025-09-11,2906,8,4,5,798.44,91.05,35271.84
5815,2025-08-07,2597,69,15,4,910.03,199.54,151279.09
5817,2026-01-16,2926,71,11,1,827.48,80.82,75193.6
5820,2025-03-13,502,9,2,4,173.42,19.22,19893.79
5824,2026-01-11,2416,63,11,6,1175.23,202.67,133636.45
5828,2025-01-21,69,68,2,5,1379.2,331.05,127877.89
5830,2026-01-30,2269,34,14,5,1668.47,133.72,96643.29
5831,2025-07-19,2050,17,13,5,1306.75,296.39,34961.38
5833,2025-03-22,317,48,4,5,358.96,24.31,12114.62
5835,2026-01-30,2733,54,8,10,469.6,40.26,59183.88
5844,2025-01-14,1109,36,3,2,942.44,211.55,188139.71
5845,2026-01-16,2845,26,13,1,246.85,43.26,46232.95
5846,2025-03-30,1377,47,15,2,750.25,113.42,66297.97
5847,2025-07-30,102,5,15,6,1241.82,158.47,199218.28
5854,2025-05-09,552,70,14,9,1470.5,196.52,67275.96
5858,2025-11-10,2667,21,6,1,990.57,173.92,168800.99
5859,2025-12-07,287,57,8,1,988.71,190.51,113470.78
5862,2025-04-18,891,52,4,7,1817.21,389.75,103909.63
5863,2026-01-07,641,95,7,6,243.52,14.25,41622.52
5869,2025-12-23,2571,62,7,4,1802.92,247.11,306307.04
5873,2025-01-24,418,37,6,5,981.96,186.42,47259.92
5875,2025-11-09,427,2,5,2,50.16,3.99,8490.62
5876,2025-06-25,854,71,15,12,323.07,57.43,63110.51
5877,2025-04-18,788,31,7,6,1162.53,112.93,141769.21
5879,2025-09-07,1577,69,7,3,1491.74,299.97,112183.64
5883,2025-01-27,286,70,11,3,1115.44,277.41,118863.68
5889,2025-09-25,2471,38,10,3,922.15,92.0,112994.29
5890,2025-09-17,2548,77,10,7,659.05,34.24,78254.66
5894,2025-08-14,603,42,14,2,669.94,90.52,41560.55
5896,2025-09-16,428,97,14,1,1579.96,285.72,273136.69
5900,2025-12-23,1993,8,15,5,330.81,39.03,38370.72
5904,2025-12-02,1862,48,10,8,752.16,104.11,45081.1
5906,2025-11-06,445,15,6,9,1981.72,398.18,234901.85
5907,2025-06-12,132,28,2,8,236.17,22.49,21891.16
5908,2025-06-01,2714,26,4,4,1278.24,313.44,237492.97
5909,2026-02-17,2931,39,11,6,248.27,39.19,21143.27
5911,2025-09-24,1754,17,12,4,630.58,128.2,53811.92
5912,2025-04-09,2400,6,12,1,101.14,150.66,10390.41
5913,2025-08-01,2217,27,3,3,995.99,119.43,176264.63
5914,2025-05-22,1974,41,5,4,1881.15,281.33,260037.61
5919,2025-07-11,446,24,11,5,899.06,96.44,156591.97
5923,2025-03-14,2418,50,9,12,928.17,213.79,101773.19
5925,2025-01-13,2496,29,4,10,-465.3,103.66,69197.05
5926,2025-07-01,2576,55,8,1,183.33,35.55,33642.84
5940,2025-12-17,1675,70,4,1,1468.8,102.33,272890.36
5941,2025-03-01,1834,76,7,1,944.01,111.81,152164.62
5948,2025-04-02,1171,13,14,10,892.96,160.03,49740.04
5951,2026-01-18,288,11,13,4,650.01,87.27,32380.05
5952,2025-05-18,2888,10,4,2,758.5,44.67,29533.4
5955,2025-08-15,1895,26,3,10,899.8,207.79,154450.57
5956,2025-06-07,2223,71,12,7,1896.14,361.09,308842.3
5958,2025-01-03,2367,37,10,11,313.16,73.39,13787.87
5962,2025-09-03,626,77,4,10,786.79,144.97,91337.03
5964,2026-02-14,3509,72,12,4,682.78,125.98,95938.99
5965,2025-04-23,2915,78,15,5,1200.83,190.78,93916.09
5966,2025-05-07,2627,29,5,4,260.36,24.3,47911.66
5968,2025-03-18,1628,35,11,5,1534.32,311.76,258383.32
5970,2025-08-06,236,26,12,12,1877.61,344.65,104264.77
5971,2026-02-10,2426,11,4,8,334.63,41.43,65595.63
5974,2025-09-11,270,31,5,4,1946.21,259.51,337091.89
5976,2025-11-22,365,9,8,7,1311.1,149.11,91119.46
5978,2025-03-07,1232,20,13,8,79.25,5.32,8199.2
5983,2025-10-14,416,25,1,12,966.77,49.25,70844.83
5988,2026-01-24,2051,9,15,12,1822.08,434.01,126658.05
5992,2025-02-17,993,25,9,4,338.61,30.52,42993.68
5995,2025-08-30,1859,60,5,5,272.48,40.74,31703.22
6003,2025-07-16,2656,78,3,10,725.71,109.01,137012.3
6006,2025-05-24,1519,9,3,2,1745.68,129.71,254765.02
6012,2025-06-10,2917,62,12,10,156.16,10.38,16540.08
6013,2025-09-13,2273,18,1,3,1008.5,199.05,133709.61
6014,2025-09-08,589,31,6,2,1408.31,164.94,241828.44
6016,2025-09-11,2436,47,10,5,1298.67,228.94,181609.06
6017,2026-02-02,2714,39,14,11,661.65,157.47,52310.76
6018,2025-01-08,56,9,5,2,1108.46,219.34,87707.12
6022,2025-10-07,1384,23,8,9,965.94,228.4,67816.84
6024,2025-08-21,2300,59,11,5,1470.01,205.33,121517.81
6026,2025-06-11,654,1,5,3,1971.64,477.01,166339.39
6028,2025-02-27,429,34,13,9,1114.6,230.24,74385.48
6031,2025-11-08,1916,14,12,3,136.19,26.68,13143.3
6033,2025-10-05,2228,40,6,2,750.59,69.76,143256.64
6036,2025-09-30,2164,55,9,7,446.57,27.68,45138.68
6045,2025-08-12,1375,80,14,1,618.74,95.99,47214.2
6048,2025-02-01,714,55,6,8,344.07,36.88,17051.31
6051,2025-12-19,2391,39,10,11,417.92,78.08,49715.26
6053,2026-01-08,1672,37,14,4,1600.41,90.37,298231.05
6054,2025-02-11,1984,14,6,4,845.12,150.0,146028.9
6055,2025-08-08,2248,75,11,5,1826.33,355.12,298298.45
6057,2025-06-01,1071,68,2,6,193.69,36.47,30078.04
6060,2025-10-13,1792,14,13,6,1551.45,351.65,249181.8
6064,2025-01-18,1089,51,7,4,948.18,160.17,118222.6
6068,2025-03-05,2197,5,9,11,0.0,376.93,106969.7
6072,2025-03-24,1591,3,8,9,1456.99,138.94,266301.09
6073,2025-08-11,161,36,6,1,1250.35,167.11,85339.9
6074,2025-12-10,1785,28,9,2,1026.99,248.69,139968.49
6077,2026-02-09,1786,69,5,11,426.15,90.96,18142.84
6080,2025-07-12,880,21,9,11,1011.28,119.76,39404.91
6081,2025-06-02,2279,10,10,12,1996.26,3327.34,188494.22
6083,2025-01-02,366,1,9,5,93.2,14.14,16553.75
6089,2025-11-27,2173,73,2,8,1237.51,99.93,48820.06
6091,2025-09-02,825,57,6,12,595.77,120.76,87079.5
6092,2025-04-20,65,62,4,6,305.61,49.17,9702.07
6093,2025-04-24,413,48,8,10,1524.94,102.8,244983.25
6094,2025-06-04,2635,16,14,4,94.22,20.64,7766.01
6096,2025-07-07,3796,1,8,8,790.31,93.63,52164.96
6100,2026-02-18,671,73,6,9,1651.66,294.82,37929.28
6101,2025-09-28,1845,49,6,3,64.38,5.76,9707.94
6102,2026-01-21,967,4,2,12,1096.99,254.63,60397.89
6103,2025-07-18,2730,55,8,10,1614.45,119.16,90901.76
6105,2025-03-24,1972,63,14,7,301.39,25.66,21262.47
6108,2025-10-08,2253,14,3,6,1302.9,82.48,96874.68
6109,2025-03-04,131,27,14,1,116.97,25.33,3543.84
6114,2025-03-02,205,52,4,5,1940.23,160.77,369459.7
6119,2025-07-21,1958,45,4,9,1973.94,492.27,390696.93
6122,2025-01-15,595,33,3,4,1149.41,73.48,151151.37
6124,2025-08-05,736,17,1,5,721.67,72.51,40851.34
6127,2025-08-30,1399,29,14,2,1682.6,119.71,252012.87
6129,2025-05-15,2306,30,12,4,229.69,29.08,24660.93
6132,2025-04-23,493,60,9,7,351.72,47.55,30918.26
6133,2026-01-01,1890,31,2,11,918.16,154.79,134370.5
6137,2025-04-07,848,38,2,11,1137.21,157.61,26306.88
6138,2025-01-16,1804,28,1,5,1586.02,110.71,117977.79
6139,2025-05-10,454,23,3,5,1804.18,289.48,126896.34
6141,2026-02-18,1639,63,3,11,1294.75,284.47,165091.95
6142,2025-11-29,3813,10,13,3,211.18,47.57,39914.21
6143,2026-01-21,1201,68,11,4,974.21,241.24,40396.47
6145,2025-12-12,2449,33,1,9,0.0,118.36,68149.88
6148,2025-11-18,1259,52,12,11,1595.3,235.07,115436.27
6151,2025-07-03,2847,36,9,3,917.54,77.64,44879.79
6157,2025-02-28,1206,6,15,8,1613.49,389.25,59000.16
6162,2025-08-26,1305,77,8,5,762.17,75.19,125498.64
6166,2025-02-06,485,7,10,1,1169.3,190.88,74286.68
6170,2025-12-21,291,30,5,6,483.41,74.36,53193.78
6175,2025-07-31,1443,29,8,1,1271.67,124.37,39603.63
6187,2025-08-30,2777,35,4,3,1690.83,367.56,196380.7
6188,2025-02-25,2124,21,1,7,70.01,13.1,12238.04
6190,2025-06-07,188,58,5,12,1780.86,356.05,193268.04
6191,2026-02-06,2357,43,13,10,289.63,44.5,17482.83
6193,2025-09-30,1410,28,15,3,697.15,52.01,94625.61
6200,2025-01-18,219,54,5,2,940.25,177.78,121553.98
6202,2025-08-23,402,24,11,7,1008.74,84.18,135516.19
6203,2025-01-21,387,31,12,11,1083.95,192.8,50879.03
6205,2025-03-14,1460,75,9,5,458.42,60.01,21958.15
6206,2026-01-24,672,59,10,3,79.51,9.55,15424.14
6208,2026-02-19,2755,41,7,10,333.5,59.47,56723.6
6215,2025-04-09,599,43,13,11,772.05,97.39,111191.5
6216,2025-09-29,732,13,11,4,1020.59,97.86,46351.95
6217,2025-08-29,2732,4,14,5,1152.41,145.52,218690.22
6219,2025-09-16,214,42,4,8,582.76,139.57,92098.32
6230,2025-03-14,1061,9,4,12,1212.63,228.02,84877.67
6232,2025-09-19,2516,47,3,9,865.12,161.79,46202.54
6234,2025-06-30,486,68,9,3,1478.87,147.71,292551.19
6237,2025-11-26,162,33,1,1,919.13,146.06,178240.39
6238,2025-08-06,787,24,10,3,1084.91,221.41,44209.82
6239,2026-01-09,546,54,9,6,486.89,36.22,79928.78
6241,2025-08-05,2686,55,4,1,1727.36,282.14,143972.76
6245,2025-06-08,659,76,13,1,898.05,171.92,104297.66
6246,2025-09-07,2090,8,7,5,528.22,39.1,79938.92
6248,2025-03-07,312,52,15,5,762.79,52.67,128048.96
6257,2025-01-13,2392,36,13,7,159.41,28.99,27291.55
6260,2025-06-08,19,61,13,12,429.39,73.83,50919.82
6263,2025-12-11,1588,78,11,8,1565.79,217.66,175686.94
6265,2025-08-15,1535,52,1,2,466.38,51.75,78357.55
6266,2025-10-11,2683,53,2,1,1197.0,71.14,234565.88
6267,2025-05-02,2779,65,6,9,1744.14,221.65,197361.48
6269,2025-05-04,64,73,7,3,1506.72,303.15,255232.06
6271,2025-07-01,2218,70,7,9,478.1,45.28,70451.23
6280,2025-12-29,1880,73,14,7,1268.1,212.41,158199.3
6283,2025-04-07,2116,40,8,5,225.56,23.58,23281.15
6289,2025-02-14,301,20,11,10,981.6,201.1,56218.47
6301,2025-07-09,1360,67,6,9,382.94,46.19,49569.52
6302,2026-01-29,879,71,3,9,1059.58,141.31,37308.58
6303,2026-01-15,701,69,1,12,1884.4,310.78,147486.16
6304,2025-08-21,2403,47,11,6,249.19,23.23,9180.48
6306,2025-03-05,1420,21,11,3,702.77,136.93,88235.77
6310,2025-02-04,208,76,7,6,1813.03,343.02,78688.51
6311,2025-03-30,1222,2,4,5,1614.29,237.36,170516.64
6314,2025-04-27,1139,62,3,1,1742.95,87.77,247803.36
6319,2026-01-27,808,35,13,6,1674.74,170.02,192727.15
6324,2025-10-24,275,51,3,11,1515.84,236.64,116502.36
6326,2025-09-25,1421,50,5,3,570.32,138.37,57740.06
6327,2025-03-27,317,59,13,4,859.38,165.19,85421.43
6333,2025-07-04,1337,52,6,9,0.0,159.81,183123.37
6337,2025-11-16,450,58,9,1,396.94,90.5,16801.82
6338,2025-11-28,1956,53,5,2,732.28,105.0,106362.02
6339,2026-01-27,246,74,3,10,275.72,23.49,36311.71
6340,2025-08-21,687,74,4,3,840.97,190.38,134045.58
6342,2025-07-18,1114,38,1,4,235.19,26.85,13479.1
6349,2025-03-03,456,31,1,7,984.15,244.17,44870.36
6354,2025-10-24,1013,15,12,7,799.52,59.87,26445.44
6356,2025-03-06,1690,27,10,8,76.34,7.8,14590.72
6357,2025-10-11,1383,33,5,1,147.27,24.05,15136.58
6359,2025-11-05,448,76,14,3,493.34,119.16,34279.33
6363,2025-01-02,437,76,2,5,1487.49,213.1,139817.87
6365,2026-01-30,2621,3,3,3,296.44,29.16,19693.09
6368,2025-03-07,3877,11,5,7,281.57,44.09,51846.99
6370,2025-03-17,1724,43,12,3,536.91,57.65,70466.75
6373,2026-01-26,249,61,14,4,1040.38,81.61,79524.66
6378,2025-10-23,2001,43,7,8,242.11,33.64,10261.64
6381,2025-03-29,2652,55,7,6,586.46,127.82,94733.9
6385,2025-04-08,468,32,2,9,1737.71,396.33,297846.88
6387,2026-02-16,2291,57,9,8,939.28,145.44,33731.5
6390,2025-08-25,1709,4,15,11,158.7,27.23,26954.72
6395,2025-06-27,846,38,1,12,331.42,75.29,61610.71
6396,2026-02-16,2080,18,9,3,86.3,7.65,7672.22
6397,2025-04-27,1634,47,13,1,462.04,60.78,17647.16
6399,2025-03-17,2305,70,3,8,577.06,55.12,31411.62
6404,2025-07-17,2405,25,7,4,1288.14,231.69,167473.83
6406,2025-01-12,1494,77,8,8,1176.58,64.03,220725.36
6407,2025-03-28,123,51,11,10,1876.86,376.72,327144.42
6408,2026-02-15,166,59,5,6,807.27,174.18,144277.32
6411,2025-09-09,1702,34,7,9,769.37,141.61,32368.33
6413,2025-11-17,1988,19,15,5,1002.77,161.04,101661.55
6416,2025-08-29,502,50,15,1,1570.31,261.8,303466.24
6417,2025-12-16,1011,54,6,12,124.34,27.13,3616.15
6418,2025-11-03,390,43,2,12,321.61,22.56,54344.74
6420,2025-10-26,3617,72,10,5,1911.12,454.4,289628.94
6422,2026-02-03,2565,20,2,6,500.96,116.52,32220.91
6424,2025-09-20,2225,29,14,7,1852.84,195.19,151188.73
6425,2026-01-17,2431,29,10,6,1473.13,197.75,194307.99
6426,2026-01-31,2896,23,12,6,904.15,74.22,65690.98
6434,2025-01-06,1292,4,5,7,1204.99,284.37,89673.04
6435,2025-10-14,2347,41,7,7,999.13,153.4,115677.13
6436,2025-12-29,2281,65,13,7,668.14,137.52,30676.96
6438,2025-10-30,110,27,4,11,307.64,40.21,35676.85
6441,2025-01-20,21,74,13,11,1127.08,276.34,169977.5
6442,2025-05-22,1248,3,13,7,747.53,41.99,44299.12
6449,2025-09-01,131,71,15,2,1659.89,333.79,79869.72
6451,2025-08-22,1759,74,7,12,477.9,42.58,84668.61
6458,2025-01-30,1179,5,11,1,572.07,57.54,83301.8
6459,2025-01-18,836,39,5,6,431.55,96.39,35953.25
6460,2025-08-18,1706,21,7,9,724.48,74.22,57897.02
6462,2025-11-24,2855,32,6,10,182.08,207.72,24957.63
6463,2026-09-01,2832,10,13,5,163.77,21.32,30451.84
6466,2025-02-24,2565,60,11,1,164.47,38.69,21210.9
6468,2026-01-29,694,58,8,4,606.03,74.91,41157.39
6470,2025-02-06,144,18,4,7,1138.03,214.49,134159.47
6471,2025-06-12,2821,29,14,6,872.53,97.66,117416.29
6474,2026-07-01,2686,62,13,4,1583.13,118.16,278102.79
6475,2025-09-12,2930,55,12,10,636.24,91.11,33692.76
6483,2026-01-06,2030,56,11,5,571.45,107.49,89255.04
6486,2025-10-03,1870,28,8,3,154.19,35.78,23535.28
6487,2025-11-24,1886,54,14,9,79.49,15.22,3596.56
6489,2025-09-27,1758,10,6,10,681.38,138.86,68739.72
6491,2025-12-21,1335,75,1,8,1972.01,425.04,289772.93
6492,2025-09-29,768,27,8,3,909.45,84.3,122532.52
6495,2025-11-14,621,75,2,12,1145.67,150.67,97533.68
6496,2025-10-12,1767,31,12,1,1172.94,195.97,29467.48
6498,2025-07-05,2996,1,10,7,615.03,107.28,63537.24
6501,2025-01-14,1134,47,3,3,1613.62,132.62,216876.32
6505,2025-04-10,800,71,5,11,1459.17,217.99,290563.06
6511,2025-07-22,2302,62,10,5,1651.37,311.88,128079.45
6514,2026-01-01,2794,1,6,9,781.55,78.38,120599.77
6517,2025-11-26,882,67,12,3,261.83,56.48,34944.87
6518,2025-03-20,1346,35,5,4,166.31,14.28,16394.18
6521,2025-04-12,2305,67,5,11,243.38,31.95,36489.38
6524,2025-02-11,2512,53,10,5,685.97,96.48,97852.47
6527,2025-03-26,2872,26,6,10,1329.44,266.99,114547.33
6530,2025-11-21,332,23,5,5,522.98,51.79,29804.67
6531,2025-07-04,1458,69,2,6,931.82,197.35,64828.98
6533,2025-12-19,1671,67,7,3,649.46,80.26,116764.26
6534,2025-05-22,35,63,9,7,981.84,195.37,177369.01
6535,2025-06-12,2644,15,1,6,631.52,114.13,22283.14
6537,2025-05-11,825,23,7,5,1358.79,315.99,180012.28
6538,2025-07-24,1891,18,12,8,541.12,42.19,95112.24
6541,2026-02-20,1961,6,1,8,1909.71,441.22,332981.66
6546,2025-03-20,298,47,13,4,780.15,171.0,34699.84
6548,2025-01-03,1168,16,13,1,1561.3,339.01,274302.66
6550,2025-01-08,1130,29,13,9,1737.19,428.51,45273.73
6552,2026-02-02,2421,1,12,2,1899.78,345.03,155367.74
6553,2025-11-27,1269,23,7,7,956.39,61.44,186531.58
6554,2025-09-03,1286,29,3,3,551.92,57.69,104678.85
6556,2025-07-25,465,39,3,3,580.92,86.0,43497.55
6558,2025-06-21,438,64,8,3,584.82,92.04,96043.53
6561,2025-02-03,765,62,7,5,1314.35,116.23,46881.63
6563,2025-12-06,2337,28,8,2,1292.28,85.03,55985.35
6566,2025-01-28,2010,64,2,9,1994.4,462.19,391198.8
6568,2025-11-20,2343,78,4,12,968.34,218.68,87047.17
6569,2025-06-06,1787,33,2,3,836.97,173.76,57127.79
6572,2025-03-16,1415,28,4,2,272.08,48.68,49108.02
6576,2025-05-28,1141,63,6,8,326.23,55.99,44671.32
6577,2025-07-20,1845,45,1,4,1306.27,122.84,192931.02
6583,2025-06-02,1086,2,15,11,1162.61,170.46,225241.2
6593,2025-11-07,2580,7,9,11,804.19,137.99,64871.76
6594,2025-07-13,2776,14,6,3,533.55,72.39,90981.4
6596,2026-01-19,874,31,6,2,1024.02,52.89,94001.43
6599,2025-04-06,1455,79,15,8,322.39,58.39,31538.9
6601,2025-09-14,2444,1,12,12,1420.37,188.55,190244.79
6608,2025-11-18,1776,72,2,7,108.12,19.21,10310.05
6611,2025-06-15,2417,77,4,5,1549.59,384.16,81189.44
6617,2025-02-07,772,59,3,6,1223.07,103.28,97805.18
6621,2025-04-05,2136,42,4,1,453.23,80.71,88812.99
6625,2025-11-21,498,46,15,5,773.37,117.22,26638.57
6632,2025-03-18,2147,58,6,3,471.65,75.78,12062.64
6641,2025-09-02,874,28,8,8,1491.94,236.82,201714.41
6648,2025-02-03,2338,14,6,9,1897.24,448.95,252368.69
6651,2025-06-21,2965,5,5,12,1695.98,316.26,247829.98
6656,2025-08-02,2614,26,4,5,988.84,114.75,153458.93
6658,2025-08-22,718,79,6,11,755.12,94.02,90171.04
6659,2025-01-30,1876,68,1,10,652.78,150.59,105590.03
6662,2025-11-08,572,33,5,12,415.9,32.69,60287.5
6664,2025-08-07,1025,66,4,11,101.52,23.08,2448.35
6665,2025-04-24,148,52,10,6,926.97,171.5,121041.85
6666,2025-03-15,1992,9,2,12,1064.91,222.88,122902.9
6685,2026-01-20,1670,59,3,12,517.9,58.72,19116.68
6687,2025-09-15,3841,33,6,3,1448.32,138.43,136663.77
6690,2026-02-03,2379,62,4,8,460.45,109.19,49531.98
6691,2025-07-26,1715,69,12,5,549.89,77.31,76697.01
6694,2025-09-21,566,33,7,7,933.35,139.12,40463.05
6700,2025-12-08,49,65,6,3,1356.78,76.56,112448.41
6701,2025-04-20,177,38,8,6,1050.79,159.25,133363.73
6702,2025-11-27,2292,51,13,1,518.49,33.69,48343.22
6704,2025-10-02,490,42,10,10,658.13,69.61,53122.73
6705,2025-05-22,309,26,5,1,162.27,28.85,6557.9
6706,2025-12-22,438,8,7,3,1058.04,123.28,199757.88
6710,2025-10-26,1134,47,13,6,198.88,17.66,4211.84
6718,2025-07-23,2885,51,4,1,399.4,23.04,33514.84
