id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado
1084,2742,2025-03-24,4897.88,Rechazado
1085,10737,2025-12-05,5919.75,Abierto
1087,10117,2025-10-09,4498.53,Cerrado
1088,22336,2025-08-08,6990.68,Cerrado
1089,22409,2025-06-21,11798.06,Cerrado
1090,23591,2026-02-20,8369.37,Cerrado
1093,14884,2026-02-17,4005.29,Rechazado
1095,16132,2025-12-21,13687.41,Cerrado
1098,19355,2025-05-07,7889.33,Abierto
1099,8554,2025-07-24,13054.94,Cerrado
1100,21437,2025-09-03,4353.92,Cerrado
1101,14604,2025-01-01,9132.38,Abierto
1102,25677,2025-01-09,6992.09,Abierto
1103,15069,2025-06-29,12721.61,Abierto
1104,23259,2025-01-20,5724.16,Cerrado
1107,13130,2025-07-13,7120.85,Cerrado
1108,7405,2025-03-28,3579.1,Rechazado
1109,21960,2025-05-08,234.11,Abierto
1110,7307,2026-01-01,6284.09,Abierto
1112,16501,2025-03-26,5502.88,Cerrado
1115,2855,2025-04-02,4674.38,Cerrado
1116,15493,2025-12-08,9778.99,Cerrado
1119,24714,2025-11-13,11083.46,Rechazado
1121,20858,2025-12-11,795.7,Cerrado
1122,12929,2025-03-04,3493.27,Abierto
1123,6641,2025-12-08,1082.95,Abierto
1125,25600,2025-10-28,13156.95,Cerrado
1128,14020,2025-08-01,4521.74,Rechazado
1130,688,2025-01-09,1651.92,Cerrado
1131,19776,2025-12-05,749.79,Abierto
1135,15345,2025-05-17,2176.94,Cerrado
1137,1806,2025-09-09,9584.18,Abierto
1138,17240,2025-08-08,1170.01,Cerrado
1139,6215,2025-01-16,13514.51,Abierto
1140,23028,2025-11-01,6684.61,Cerrado
1141,7917,2025-11-16,4405.51,Cerrado
1142,14020,2025-11-04,3255.1,Cerrado
1143,3121,2025-12-03,4454.47,Cerrado
1144,17946,2025-11-04,12781.95,Abierto
1145,2981,2026-02-05,1217.23,Abierto
1147,20793,2025-04-04,3113.62,Rechazado
1148,1940,2025-10-06,13283.55,Cerrado
1149,19340,2025-10-13,14517.55,Cerrado
1151,3324,2026-01-23,6532.67,Abierto
1152,7979,2025-12-07,11733.04,Rechazado
1154,11248,2025-09-22,8440.6,Cerrado
1155,1189,2025-10-25,4509.87,Abierto
1158,4891,2025-01-02,2632.99,Rechazado
1159,6964,2025-05-26,14016.53,Abierto
1161,21907,2026-01-09,530.88,Cerrado
1164,23556,2025-11-22,3978.56,Abierto
1166,24114,2025-04-04,3471.47,Rechazado
1167,286,2025-08-05,8397.54,Cerrado
1169,11760,2025-02-23,3075.23,Cerrado
1170,12816,2025-10-01,8627.81,Abierto
1171,6309,2025-09-26,7539.72,Cerrado
1173,24937,2025-07-15,10267.29,Cerrado
1175,14609,2025-09-03,2394.64,Abierto
1177,20034,2025-03-09,1063.96,Abierto
1178,453,2026-01-16,4385.65,Abierto
1179,6385,2025-10-30,513.6,Rechazado
1180,19288,2025-05-10,1147.2,Cerrado
1181,801,2025-08-21,7863.08,Rechazado
1183,5467,2026-01-28,10477.86,Abierto
1186,11436,2025-11-21,9269.46,Abierto
1188,11278,2025-02-09,9954.49,Cerrado
1189,13758,2026-02-21,7538.65,Cerrado
1192,8295,2025-06-15,6741.92,Rechazado
1193,4216,2025-06-10,8502.18,Rechazado
1196,10349,2025-08-02,9104.31,Cerrado
1200,14387,2025-01-01,1174.91,Cerrado
1202,15557,2026-02-04,11977.15,Abierto
1203,20049,2025-04-15,10830.41,Abierto
1206,15823,2025-06-11,9814.88,Cerrado
1207,1951,2025-05-10,7073.11,Abierto
1209,20312,2025-05-29,1540.0,Rechazado
1210,24186,2025-07-08,12984.46,Cerrado
1215,10385,2025-01-02,2146.77,Rechazado
1216,19985,2025-06-07,11207.21,Rechazado
1217,1757,2025-10-22,13977.45,Cerrado
1218,13968,2026-02-20,5718.28,Cerrado
1223,8808,2026-01-27,5726.65,Abierto
1224,12468,2025-04-07,13427.65,Rechazado
1228,2407,2025-06-16,5542.27,Cerrado
1232,13777,2025-05-28,14407.87,Cerrado
1233,19055,2025-04-08,493.42,Rechazado
1234,18450,2025-09-12,9867.5,Cerrado
1235,8554,2025-05-17,9417.71,Abierto
1236,18995,2025-05-25,14867.87,Abierto
1237,19508,2025-02-12,9713.0,Abierto
1238,9697,2025-03-23,1040.72,Cerrado
1239,21836,2025-06-12,12831.95,Rechazado
1241,21089,2026-02-17,1043.91,Cerrado
1243,7188,2025-03-28,2976.15,Cerrado
1244,12283,2025-03-23,7946.62,Abierto
1246,22854,2025-04-05,2984.77,Cerrado
1249,20643,2025-11-17,6978.95,Cerrado
1252,22472,2025-07-08,2721.9,Cerrado
1255,5220,2025-12-05,115.46,Rechazado
1256,19180,2025-07-27,4203.56,Abierto
1257,5501,2025-05-30,4905.82,Abierto
1258,16974,2025-03-28,3290.95,Abierto
1259,3187,2025-08-27,9532.1,Rechazado
1262,25653,2025-01-14,5950.12,Rechazado
1265,18782,2025-06-22,6593.27,Rechazado
1266,9636,2025-06-09,7815.71,Cerrado
1267,6892,2025-11-01,10975.97,Cerrado
1270,12115,2025-02-12,9620.5,Abierto
1273,2951,2025-12-11,10068.99,Abierto
1274,22013,2025-03-27,8107.44,Abierto
1278,1004,2025-08-05,5515.78,Rechazado
1279,22809,2025-01-20,11632.79,Abierto
1280,4880,2025-11-10,4587.25,Cerrado
1281,9897,2025-12-31,5477.26,Rechazado
1282,12153,2025-03-01,14167.1,Abierto
1283,701,2026-01-26,9490.68,Cerrado
1285,13726,2025-09-30,2496.81,Rechazado
1286,18053,2025-11-29,4299.28,Abierto
1288,4829,2025-06-13,221.47,Abierto
1289,17008,2025-04-06,2030.56,Abierto
1290,11498,2025-11-12,6656.02,Abierto
1292,11117,2025-03-24,11272.92,Abierto
1293,10643,2025-04-10,303.03,Abierto
1296,5367,2025-01-25,2696.11,Cerrado
1298,21679,2025-08-06,3205.53,Abierto
1299,1862,2025-03-13,3051.7,Abierto
1301,4930,2025-06-10,499.17,Rechazado
1304,17185,2025-01-29,2863.3,Cerrado
1305,22650,2025-12-04,3885.68,Abierto
1309,14353,2025-07-31,2037.84,Abierto
1312,2189,2025-02-26,14191.56,Abierto
1313,10802,2025-09-26,10183.67,Rechazado
1314,4439,2025-03-31,5353.68,Cerrado
1315,13728,2025-03-13,1409.91,Abierto
1318,13716,2025-10-19,10715.88,Rechazado
1321,5808,2025-06-21,13056.06,Cerrado
1323,16976,2025-10-02,10001.37,Abierto
1324,16939,2025-09-24,10120.18,Cerrado
1327,5838,2025-10-24,5233.17,Cerrado
1328,23471,2025-11-13,5596.99,Abierto
1330,12750,2025-02-13,8095.69,Abierto
1331,4675,2026-01-31,8657.7,Abierto
1333,4591,2025-12-26,12730.18,Abierto
1334,7227,2025-09-15,804.95,Cerrado
1336,21837,2025-03-29,3334.44,Cerrado
1337,17413,2025-04-22,10772.53,Cerrado
1340,11500,2025-04-18,442.62,Cerrado
1341,23276,2025-09-06,12496.18,Cerrado
1343,4046,2025-04-06,10329.5,Abierto
1344,19571,2025-08-13,8283.79,Abierto
1345,21223,2025-05-31,9074.3,Cerrado
1346,22227,2025-01-23,2622.23,Abierto
1348,5073,2025-06-18,6507.63,Abierto
1349,12103,2025-03-04,682.74,Abierto
1350,5092,2025-11-14,500.96,Abierto
1352,734,2025-08-27,7397.35,Cerrado
1353,7303,2025-12-03,5680.67,Cerrado
1354,3772,2025-12-01,10725.18,Abierto
1356,23951,2025-03-01,12068.19,Cerrado
1359,14693,2025-02-02,8813.51,Rechazado
1360,15434,2025-07-29,4937.06,Abierto
1361,24260,2025-07-29,9292.89,Rechazado
1363,13954,2025-06-09,9163.92,Abierto
1365,2636,2025-11-23,5232.09,Abierto
1366,17006,2025-12-27,3110.71,Abierto
1367,6415,2025-03-23,2046.86,Cerrado
1368,8517,2025-12-13,1480.73,Cerrado
1369,20754,2025-05-31,8463.75,Cerrado
1372,22316,2025-10-22,11612.33,Cerrado
1375,21863,2025-07-05,7731.57,Abierto
1376,23249,2025-02-05,5608.92,Abierto
1378,11583,2025-07-14,658.77,Abierto
1381,10201,2025-12-28,3670.1,Cerrado
1382,24644,2025-02-18,13161.99,Cerrado
1383,22773,2025-01-21,11356.07,Cerrado
1384,3654,2025-06-09,8018.27,Cerrado
1385,9473,2025-10-23,1961.73,Cerrado
1386,15656,2025-07-20,12330.75,Abierto
1387,11547,2025-07-08,9451.98,Cerrado
1390,24285,2025-12-25,1372.5,Abierto
1391,14555,2025-06-04,12680.32,Rechazado
1392,10245,2025-10-10,13014.49,Abierto
1393,4540,2025-02-17,768.87,Rechazado
1395,6852,2025-07-08,12344.54,Abierto
1396,21395,2025-04-17,5952.86,Rechazado
1397,23636,2025-02-19,252.58,Abierto
1398,13443,2025-07-26,4318.21,Cerrado
1399,3874,2025-07-22,9300.73,Abierto
1401,23112,2025-02-14,4658.41,Abierto
1402,13617,2025-04-22,2604.92,Abierto
1403,4283,2025-12-04,2633.56,Cerrado
1406,8719,2026-01-01,5915.97,Abierto
1408,11496,2025-07-26,4223.35,Cerrado
1409,2869,2025-02-01,1436.35,Abierto
1410,15619,2025-08-04,509.16,Abierto
1412,25836,2025-03-06,2588.64,Cerrado
1416,1806,2025-10-14,3319.22,Cerrado
1419,22929,2025-04-05,14636.87,Cerrado
1421,11500,2026-01-24,3250.69,Cerrado
1422,11242,2025-05-04,5377.58,Cerrado
1423,20759,2025-12-02,8372.01,Abierto
1425,3831,2025-08-07,4022.3,Abierto
1426,15555,2025-02-07,11281.7,Abierto
1429,6094,2026-02-11,5609.24,Abierto
1432,18937,2025-05-07,4516.8,Rechazado
1434,7243,2026-09-01,9405.4,Abierto
1436,9916,2025-10-19,7881.42,Abierto
1439,9524,2025-12-29,9763.54,Cerrado
1440,25659,2025-08-23,13715.45,Rechazado
1442,10386,2025-08-14,3876.08,Rechazado
1443,3844,2025-12-03,11811.71,Rechazado
1444,24168,2025-05-12,14088.58,Cerrado
1446,24075,2025-02-05,13164.51,Cerrado
1448,19000,2025-09-29,1360.72,Rechazado
1449,6946,2025-03-28,11267.8,Abierto
1451,6017,2025-08-05,10790.9,Abierto
1452,1559,2026-01-01,4642.79,Cerrado
1453,6962,2025-07-30,1960.6,Rechazado
1455,6845,2025-12-31,6984.65,Abierto
1456,6309,2025-03-23,11704.65,Cerrado
1457,7235,2025-12-02,9943.98,Rechazado
1460,14525,2025-05-08,11664.98,Cerrado
1465,16903,2025-10-13,5932.82,Abierto
1467,8091,2025-12-25,10067.34,Cerrado
1468,15318,2025-04-18,14275.89,Abierto
1470,14357,2025-08-20,14734.22,Abierto
1472,25735,2025-02-12,273.0,Rechazado
1473,6774,2025-03-22,12349.69,Abierto
1474,7678,2025-04-24,2107.21,Cerrado
1475,17162,2026-02-24,12664.2,Cerrado
1476,15429,2025-08-20,3455.7,Cerrado
1477,1797,2026-02-07,7228.05,Abierto
1478,17213,2025-05-20,6066.61,Abierto
1480,10246,2026-10-01,3505.6,Cerrado
1482,12339,2025-11-22,3411.32,Abierto
1484,10128,2026-01-19,4575.3,Abierto
1485,3739,2025-04-26,14002.05,Cerrado
1486,23140,2025-08-03,2239.16,Abierto
1488,16339,2025-09-16,9866.18,Abierto
1491,19473,2025-07-22,10608.9,Rechazado
1492,21099,2025-01-08,12954.99,Cerrado
1494,15707,2025-04-27,6861.88,Abierto
1495,22639,2025-06-09,1953.69,Cerrado
1499,1534,2026-01-07,12862.23,Abierto
1500,5188,2025-01-09,4021.79,Cerrado
1501,20221,2025-10-08,14105.12,Abierto
1502,22109,2025-11-28,7280.03,Cerrado
1503,582,2025-10-22,6460.87,Abierto
1504,34,2026-01-27,14397.53,Rechazado
1505,10002,2025-08-31,9031.72,Cerrado
1506,3340,2025-07-18,4108.93,Abierto
1507,5010,2025-04-09,5191.04,Abierto
1509,7610,2026-02-22,2361.74,Rechazado
1511,7607,2025-06-22,-13471.35,Rechazado
1512,5142,2025-01-25,332.33,Abierto
1513,22963,2026-02-18,3458.42,Abierto
1515,17258,2025-11-03,4635.56,Rechazado
1516,13612,2025-09-29,5423.67,Abierto
1518,5846,2025-05-27,1332.3,Cerrado
1522,25614,2025-11-30,8082.96,Cerrado
1524,18949,2025-07-09,332.33,Abierto
1525,23896,2025-05-30,13646.22,Abierto
1527,10146,2025-11-09,6683.03,Abierto
1529,7374,2026-04-02,3842.97,Abierto
1530,5798,2025-07-08,10158.37,Abierto
1533,11986,2025-06-16,9924.28,Abierto
1535,77,2025-06-25,1178.57,Abierto
1536,12103,2025-02-04,10843.39,Abierto
1538,23031,2026-02-03,6244.92,Abierto
1539,9993,2025-12-22,9987.17,Abierto
1541,17026,2025-03-27,14486.33,Abierto
1542,23386,2025-08-24,4286.4,Abierto
1545,21286,2025-02-24,10473.34,Rechazado
1546,6982,2025-02-15,8590.3,Rechazado
1547,2713,2025-03-20,14836.7,Cerrado
1549,16260,2025-06-22,1838.76,Cerrado
1552,12525,2025-07-02,13068.51,Abierto
1554,22479,2025-02-10,9268.93,Abierto
1555,21895,2025-06-12,3573.48,Cerrado
1557,2875,2025-03-16,13122.47,Abierto
1558,19253,2025-05-17,7586.96,Cerrado
1559,22819,2025-09-28,9352.32,Abierto
1560,17335,2025-07-31,10290.63,Abierto
1561,11098,2026-01-31,9822.63,Cerrado
1563,24590,2025-10-22,10818.93,Rechazado
1566,6849,2025-10-18,3892.12,Rechazado
1567,18204,2025-04-22,11871.79,Abierto
1569,12496,2026-02-16,12429.33,Abierto
1570,9794,2025-05-23,12343.31,Abierto
1573,18576,2025-06-19,8546.09,Abierto
1575,9263,2026-08-02,6311.4,Cerrado
1576,11899,2025-09-13,14332.84,Rechazado
1577,20862,2026-02-02,888.16,Rechazado
1579,16882,2026-01-09,755.76,Rechazado
1580,10293,2025-01-26,14216.09,Cerrado
1581,24898,2025-03-25,5976.74,Abierto
1583,15796,2025-05-30,3950.21,Rechazado
1584,9543,2025-11-10,14269.64,Rechazado
1585,7750,2025-01-17,14826.99,Abierto
1586,12676,2025-07-10,10701.9,Abierto
1587,10505,2025-01-05,1657.92,Rechazado
1589,18614,2025-03-12,4144.8,Cerrado
1590,14687,2025-07-05,12635.32,Cerrado
1592,14672,2025-01-18,4060.14,Abierto
1593,17794,2025-02-08,124.71,Cerrado
1598,12815,2025-03-25,11055.38,Abierto
1599,17274,2025-03-09,8445.17,Cerrado
1601,25582,2025-09-06,1773.66,Cerrado
1602,21142,2025-01-27,5456.03,Abierto
1603,22121,2025-05-03,13184.77,Cerrado
1605,24145,2025-05-13,5079.39,Abierto
1606,11783,2025-08-10,10644.47,Rechazado
1607,19514,2025-10-26,3430.22,Abierto
1608,14576,2025-11-30,13290.94,Cerrado
1609,9973,2025-03-13,8344.04,Abierto
1610,20853,2025-09-19,14916.37,Abierto
1616,7629,2025-11-11,10134.99,Abierto
1617,10680,2025-02-23,2936.7,Abierto
1618,9849,2025-05-02,7766.02,Abierto
1619,4319,2025-05-28,8406.7,Rechazado
1620,17234,2025-01-07,4176.97,Cerrado
1621,13030,2025-08-25,4112.75,Cerrado
1623,5518,2025-04-07,1460.99,Abierto
1625,20251,2025-01-03,3105.78,Cerrado
1626,18422,2025-05-03,7822.31,Rechazado
1628,19419,2025-08-25,8875.22,Abierto
1630,6147,2025-01-18,9172.71,Rechazado
1633,13439,2025-08-17,8464.07,Rechazado
1635,1899,2025-02-14,3611.54,Cerrado
1636,18942,2025-06-09,7658.59,Abierto
1641,7726,2025-11-12,11900.49,Cerrado
1643,24800,2025-08-26,2225.29,Rechazado
1645,3536,2025-10-11,3230.94,Rechazado
1646,18662,2025-06-13,5421.05,Cerrado
1647,919,2025-09-28,13191.68,Cerrado
1648,8730,2025-05-07,7269.02,Abierto
1652,3274,2026-01-27,4403.86,Abierto
1653,23044,2025-03-18,9906.16,Rechazado
1655,6461,2025-11-26,1794.45,Abierto
1656,22727,2025-12-11,2116.47,Abierto
1657,15344,2025-08-16,14721.34,Cerrado
1659,22196,2026-06-01,1793.52,Abierto
1660,13791,2025-08-03,9738.63,Rechazado
1661,19514,2025-08-10,5785.53,Abierto
1663,1536,2026-02-04,4094.39,Rechazado
1664,4046,2025-06-30,5640.41,Abierto
1665,7354,2025-04-09,5707.24,Rechazado
1666,21309,2025-12-13,6049.07,Cerrado
1671,4836,2025-06-01,8522.03,Rechazado
1673,19684,2026-02-21,4090.88,Cerrado
1674,23943,2025-07-01,5803.78,Cerrado
1676,3211,2025-09-20,417.92,Abierto
1677,10356,2025-08-21,6125.12,Cerrado
1679,5678,2026-03-02,946.57,Abierto
1680,16276,2025-11-28,3621.25,Abierto
1681,7490,2025-10-28,8987.56,Cerrado
1682,10030,2025-03-17,8025.3,Cerrado
1683,22209,2025-04-04,6950.72,Cerrado
1686,21541,2025-08-16,5751.4,Cerrado
1687,6289,2025-08-25,8359.01,Abierto
1688,14006,2026-02-12,10717.35,Abierto
1691,5604,2025-11-05,1639.43,Cerrado
1692,8897,2025-02-09,10700.54,Cerrado
1695,22979,2025-07-29,5342.61,Cerrado
1696,3,2025-11-11,3842.84,Cerrado
1697,9911,2025-02-22,1268.23,Cerrado
1699,6458,2025-08-23,11003.47,Cerrado
1701,3628,2025-08-18,198.12,Cerrado
1702,17739,2025-08-04,7793.82,Cerrado
1707,18921,2025-04-27,3154.38,Abierto
1708,23367,2025-12-16,4989.47,Abierto
1709,25857,2025-09-24,3504.9,Abierto
1711,487,2025-10-30,11102.58,Cerrado
1712,725,2025-07-13,4628.82,Cerrado
1715,23524,2025-05-02,2104.56,Abierto
1716,15646,2025-07-08,6969.42,Abierto
1717,16310,2025-08-09,997.25,Abierto
1721,17403,2025-02-22,14084.26,Cerrado
1723,22585,2025-06-22,11017.87,Abierto
1724,9172,2026-02-13,532.22,Cerrado
1725,7908,2025-03-27,13653.09,Abierto
1726,15203,2025-11-08,1691.15,Abierto
1727,22791,2025-01-14,3290.56,Abierto
1728,18014,2025-10-14,6059.38,Cerrado
1729,21018,2026-02-02,2315.11,Cerrado
1730,18609,2025-03-30,13971.11,Cerrado
1733,6940,2025-01-30,11707.13,Abierto
1734,18711,2025-02-15,2970.31,Abierto
1735,9415,2025-01-01,2671.25,Abierto
1736,11816,2025-02-11,5443.92,Cerrado
1737,14435,2025-07-12,4637.3,Abierto
1739,5609,2025-04-06,12337.1,Cerrado
1740,2237,2025-06-28,7841.66,Rechazado
1741,25650,2025-06-28,7286.2,Abierto
1742,5917,2025-05-04,2720.64,Cerrado
1743,21885,2025-12-02,1468.6,Cerrado
1744,24671,2026-01-13,7365.8,Cerrado
1745,3242,2025-12-05,13344.51,Cerrado
1746,6812,2025-07-08,10981.75,Cerrado
1748,578,2025-11-06,13210.33,Cerrado
1749,18459,2026-02-01,7168.82,Cerrado
1750,16349,2025-09-10,13412.59,Abierto
1751,14157,2025-06-07,9988.32,Cerrado
1752,21814,2025-07-05,7726.82,Cerrado
1753,16158,2025-03-06,8538.48,Rechazado
1754,15985,2025-10-06,1894.27,Abierto
1756,11179,2025-12-08,7984.57,Cerrado
1757,583,2025-03-18,11197.37,Cerrado
1758,22353,2025-11-19,13507.25,Cerrado
1759,12557,2025-06-27,2980.87,Abierto
1760,24629,2025-10-06,10191.94,Cerrado
1764,1221,2025-08-22,10531.93,Cerrado
1765,11078,2025-07-15,2803.48,Abierto
1766,6556,2025-08-14,8873.53,Abierto
1768,14986,2025-02-02,6540.78,Cerrado
1770,15069,2026-04-02,12092.65,Cerrado
1771,22197,2025-06-09,3166.46,Cerrado
1772,17743,2026-05-02,14678.53,Abierto
1774,7242,2025-10-24,14191.33,Cerrado
1775,23224,2025-12-12,13837.08,Cerrado
1779,21484,2025-10-05,3767.35,Cerrado
1780,11872,2025-08-15,7972.84,Cerrado
1782,21554,2025-10-09,5842.04,Cerrado
1783,21334,2025-09-06,7384.45,Abierto
1785,22345,2025-11-17,13657.52,Cerrado
1792,6819,2025-02-02,226.54,Rechazado
1797,19532,2025-03-17,8804.05,Rechazado
1798,2825,2025-07-27,9848.17,Rechazado
1799,8003,2025-05-11,8586.97,Abierto
1801,12035,2025-02-28,617.52,Abierto
1807,15926,2025-07-19,3612.27,Cerrado
1810,17048,2025-09-18,2521.35,Rechazado
1811,3336,2025-03-26,14741.87,Abierto
1813,21707,2025-08-07,6974.08,Cerrado
1814,16960,2025-08-06,7339.44,Cerrado
1816,10632,2025-11-21,1194.15,Cerrado
1817,16667,2025-04-18,13195.93,Abierto
1818,4468,2025-10-18,9678.43,Cerrado
1819,8884,2026-01-30,8575.19,Cerrado
1821,15978,2025-01-09,4360.18,Abierto
1823,13582,2025-01-20,7352.46,Cerrado
1824,10686,2025-07-10,9700.72,Cerrado
1825,6560,2025-11-27,6812.54,Abierto
1827,4236,2025-05-19,8314.07,Abierto
1828,15043,2025-09-17,1796.11,Cerrado
1829,17518,2025-03-24,6721.95,Cerrado
1830,4672,2025-09-13,847.57,Rechazado
1832,5842,2025-06-09,8809.97,Cerrado
1836,23361,2025-04-10,3209.07,Rechazado
1837,8932,2025-02-22,1882.79,Rechazado
1838,11502,2025-09-08,3176.28,Cerrado
1839,17357,2025-02-04,6665.32,Cerrado
1840,19681,2025-01-20,5113.17,Rechazado
1841,12277,2025-01-09,680.98,Abierto
1842,22641,2025-04-16,3843.6,Cerrado
1843,15084,2025-07-20,5017.9,Cerrado
1844,19470,2026-03-02,1337.22,Cerrado
1845,5366,2025-08-04,11069.73,Abierto
1846,7946,2025-10-22,3472.12,Rechazado
1847,22261,2025-09-05,6977.66,Cerrado
1849,22521,2025-01-08,13436.69,Abierto
1852,436,2025-01-13,3893.27,Abierto
1854,14871,2025-04-16,14969.88,Cerrado
1855,20804,2025-11-20,3783.78,Rechazado
1858,7841,2026-01-19,12162.19,Cerrado
1860,5264,2025-07-20,1160.84,Cerrado
1861,9096,2025-07-13,9168.72,Rechazado
1862,8975,2025-01-14,14843.31,Abierto
1864,15391,2025-08-06,3382.32,Cerrado
1865,16379,2025-11-08,9012.54,Cerrado
1866,19983,2025-03-14,14763.23,Cerrado
1867,20421,2025-11-26,1763.03,Rechazado
1870,11103,2025-05-07,9002.31,Abierto
1872,17080,2025-02-24,2309.58,Abierto
1874,4879,2025-06-22,7708.61,Abierto
1875,10335,2025-01-13,7807.53,Cerrado
1876,18359,2025-05-30,10047.13,Cerrado
1877,13700,2025-05-29,5353.21,Abierto
1878,10154,2026-01-11,3709.75,Abierto
1879,14279,2025-01-22,8357.44,Rechazado
1881,19041,2025-11-11,12114.65,Abierto
1885,6887,2025-07-06,13842.77,Cerrado
1888,1449,2025-01-24,8189.69,Rechazado
1890,19987,2025-06-12,5001.16,Cerrado
1892,19649,2025-11-12,11959.99,Cerrado
1893,18563,2025-09-10,11684.16,Rechazado
1894,7208,2025-08-01,4466.26,Abierto
1895,5770,2025-05-01,4874.93,Cerrado
1897,9593,2025-06-30,-7911.77,Cerrado
1898,20915,2025-07-28,4112.7,Abierto
1899,24792,2025-03-26,500.44,Cerrado
1900,24018,2025-06-26,8519.54,Abierto
1902,12002,2025-03-06,2549.46,Abierto
1904,4878,2025-08-08,8020.55,Rechazado
1905,5196,2025-05-01,9207.3,Abierto
1907,20850,2025-06-16,2459.1,Cerrado
1908,16064,2025-12-22,3366.23,Rechazado
1911,5565,2025-02-10,6645.66,Cerrado
1912,17755,2025-05-23,14037.66,Abierto
1916,25680,2025-07-14,1148.33,Cerrado
1918,1757,2025-05-31,12031.73,Abierto
1920,2147,2025-01-05,9470.81,Abierto
1921,12612,2025-10-20,5659.4,Rechazado
1922,21616,2025-10-17,11904.05,Cerrado
1923,245,2025-02-19,14073.33,Cerrado
1924,12548,2025-02-14,8119.76,Cerrado
1925,22265,2025-09-03,376.05,Cerrado
1926,9112,2025-03-08,7925.68,Rechazado
1928,15754,2026-01-12,13705.13,Rechazado
1929,21325,2025-06-06,3395.35,Abierto
1934,8622,2025-02-09,7415.47,Cerrado
1935,21513,2025-09-17,8989.34,Abierto
1937,22608,2025-09-03,14412.57,Cerrado
1939,2404,2025-01-17,6091.7,Abierto
1940,5066,2025-06-28,2616.09,Rechazado
1941,15081,2025-07-11,11345.54,Cerrado
1942,16781,2025-12-04,4068.51,Cerrado
1944,2978,2025-08-29,7429.41,Cerrado
1945,17433,2025-12-07,1602.87,Rechazado
1947,5115,2025-09-02,5760.59,Abierto
1948,24798,2026-02-10,8708.66,Cerrado
1950,928,2025-10-25,4200.55,Abierto
1952,6007,2026-01-14,2171.99,Abierto
1954,18312,2025-08-26,4234.84,Cerrado
1955,15727,2025-07-11,11334.42,Abierto
1956,18072,2025-12-01,13842.33,Cerrado
1960,7060,2026-09-02,2478.99,Cerrado
1962,6185,2025-09-27,2784.93,Abierto
1966,3564,2025-06-08,7859.5,Abierto
1970,5997,2025-11-03,11445.06,Rechazado
1973,22257,2025-10-25,11972.26,Abierto
1976,1173,2025-08-17,5061.0,Cerrado
1977,9405,2025-11-14,11568.01,Rechazado
1978,18718,2025-10-04,11920.23,Cerrado
1979,10310,2025-04-13,3324.42,Rechazado
1980,14985,2025-06-20,747.73,Abierto
1981,21422,2025-02-24,7994.96,Rechazado
1983,23716,2026-01-23,9803.54,Rechazado
1986,24076,2025-12-12,14157.66,Rechazado
1987,24279,2025-12-25,12141.05,Cerrado
1988,1267,2026-02-24,12110.14,Cerrado
1989,6342,2026-01-16,6561.12,Abierto
1990,18160,2025-11-16,7007.9,Cerrado
1994,23527,2025-12-05,11800.09,Cerrado
1995,17771,2025-06-11,3354.38,Cerrado
1996,17443,2025-10-10,1059.17,Abierto
1997,21701,2025-07-09,3279.91,Abierto
1999,19698,2025-09-13,12753.04,Cerrado
2002,4406,2025-01-27,3963.28,Cerrado
2005,20692,2025-01-18,13354.86,Rechazado
2006,16866,2025-01-07,2341.27,Abierto
2008,14641,2025-07-04,2002.05,Cerrado
2012,2116,2025-01-24,10914.37,Rechazado
2016,18812,2025-10-06,11966.28,Cerrado
2021,8496,2025-11-04,10438.48,Abierto
2022,15595,2025-11-25,11585.72,Abierto
2023,6099,2025-02-05,11576.41,Rechazado
2024,17630,2025-12-09,7155.37,Rechazado
2025,23468,2025-08-14,5106.41,Abierto
2028,8480,2025-05-17,2800.94,Abierto
2029,506,2025-08-16,12607.91,Abierto
2031,24413,2025-04-03,14504.39,Cerrado
2032,10770,2025-09-02,4257.6,Cerrado
2034,15088,2025-06-08,8996.9,Abierto
2035,8993,2025-09-29,6241.75,Abierto
2037,6124,2025-12-04,11555.1,Abierto
2039,21609,2025-07-09,7463.52,Rechazado
2040,13752,2025-05-28,6115.06,Cerrado
2041,6843,2025-04-15,693.97,Rechazado
2042,9167,2025-04-21,1939.93,Abierto
2043,24839,2025-07-16,2562.93,Cerrado
2044,6772,2025-08-11,9201.83,Rechazado
2046,9382,2025-08-25,4930.57,Abierto
2047,11408,2025-12-16,508.55,Abierto
2048,15861,2025-02-17,5012.13,Cerrado
2049,5260,2026-02-02,2951.18,Abierto
2051,6303,2025-03-29,14448.22,Abierto
2053,10475,2025-02-12,6178.8,Cerrado
2054,22619,2025-09-08,10098.24,Abierto
2055,19974,2026-02-20,11737.04,Abierto
2057,17814,2025-06-19,12652.2,Abierto
2058,9187,2025-04-07,3917.33,Abierto
2059,2554,2025-07-22,9394.92,Abierto
2061,7090,2025-02-14,10419.0,Abierto
2063,3841,2025-07-11,13965.79,Rechazado
2064,4006,2025-10-19,6130.56,Abierto
2066,6733,2025-03-28,6514.5,Cerrado
2069,15838,2025-11-22,1935.71,Abierto
2072,19158,2026-01-27,5164.23,Abierto
2074,11752,2025-02-16,12130.78,Rechazado
2082,22021,2025-12-23,8533.0,Cerrado
2084,12231,2025-01-13,375.26,Cerrado
2085,8290,2025-03-08,2917.9,Cerrado
2086,13810,2025-07-31,13203.88,Abierto
